IMPEGNO_ID	TIPO_MOVIMENTO	ANNO_ESERCIZIO	ANNO_IMPEGNO	NUMERO_IMPEGNO	NUMERO_SUBIMPEGNO	PLURIENNALE	CAPO_RIACC	NUMERO_CAPITOLO	NUMERO_ARTICOLO	NUMERO_UEB	DATA_EMISSIONE	DATA_SCADENZA	STATO_OPERATIVO	IMPORTO_INIZIALE	IMPORTO_ATTUALE	DESCRIZIONE	ANNO_CAPITOLO_ORIG	NUMERO_CAPITOLO_ORIG	NUMERO_ARTICOLO_ORIG	NUMERO_UEB_ORIG	ANNO_PROVVEDIMENTO	NUMERO_PROVVEDIMENTO	TIPO_PROVVEDIMENTO	SAC_PROVVEDIMENTO	OGGETTO_PROVVEDIMENTO	NOTE_PROVVEDIMENTO	STATO_PROVVEDIMENTO	SOGGETTO_DETERMINATO	CODICE_SOGGETTO	CLASSE_SOGGETTO	NOTA	CUP	CIG	TIPO_IMPEGNO	ANNO_IMPEGNO_PLUR	NUMERO_IMPEGNO_PLUR	ANNO_IMPEGNO_RIACC	NUMERO_IMPEGNO_RIACC	OPERA	COD_INTERV_CLASS	PDC_FINANZIARIO	MISSIONE	PROGRAMMA	COFOG	TRANSAZIONE_UE_SPESA	SIOPE_SPESA	SPESA_RICORRENTE	PERIMETRO_SANITARIO_SPESA	POLITICHE_REGIONALI_UNITARIE	PDC_ECONOMICO_PATR	CLASSIFICATORE_1	CLASSIFICATORE_2	CLASSIFICATORE_3	CLASSIFICATORE_4	CLASSIFICATORE_5	ENTE_PROPRIETARIO_ID	PARERE_FINANZIARIO
92934	I	2016	2016	1341	0		N	107006	0	1	2016-04-28		D	2164,63	2164,63	REIMPUT. ROR 2016 2015/2836 PR-E-427-M COORD.SICUREZZA	2016	107006	0	1	2015	572	DD||K		PR-E-427-M - COD. CUP B53G15000040002 - Coordinamento sicurezza: CIG Z891338763 Lavori di sfalcio, decespugliamento, disboscamento e manutenzione alveo e sommità arginali delle arginature comprese nel V° tronco di custodia del circondario idraulico di Parma Comuni di Parma e Torrile IMPEGNO DI SPESA PROPEDEUTICA		D	S	3875			B53G15000040002	Z891338763	SVI			2015	2836		PR-E-427-M																4	1
92935	I	2016	2016	1342	0		N	107006	0	1	2016-04-28		D	761,28	761,28	REIMPUT. ROR 2016 2015/2992 PC-E-239-M COORD.SICUREZZA LAVORI DI SFALCIO E DECESPUGLIAMENTO IN DX DEL FIUME PO NEL III E IV TRONCO DI CUSTODIA DEL CIRCONDARIO IDRAULICO DI PIACENZA. COORD. SICUREZZA	2016	107006	0	1	2015	759	DD||K		PC-E-239-M - COD. CUP B33G15000070002 - Coordinamento sicurezza: CIG Z791364ED1 Lavori di sfalcio e decespugliamento in destra del fiume Po nel III° e IV° tronco di custodia del circondario idraulico di Piacenza IMPEGNO DI SPESA PROPEDEUTICA		D	S	847			B33G15000070002	Z791364ED1	SVI			2015	2992		PC-E-239-M																4	1
92923	I	2016	2016	1330	0		N	107001	0	1	2016-04-28		D	2894,77	2894,77	REIMPUT. ROR 2016 2015/1377 REIMPUT. 2014/1287 PR-E-410-M LAVORI DI SFALCIO, DECESPUGLIAMENTO, DISBOSCAMENTO E MANUTENZIONE SOMMITA' ARGINALI DELLE ARGINATURE COMPRESE NEL IV TRONCO DI CUSTODIA DEL CIRCONDARIO IDRAULICO DI PARMA. INCENTIVO	2016	107001	0	1	2014	668	DD||K		PR-E-410-M - COD. CUP B79G13000690002 Lavori: CIG 541274634D Assicurazione progettisti: CIG 0556375F28 Lavori di sfalcio, decespugliamento, disboscamento e manutenzione sommità arginali delle arginature comprese nel 4° tronco di custodia del circondario idraulico di Parma. AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA		D	S	129		CUP/CIG NON PREVISTO CDR=17E3			SVI			2015	1377		PR-E-410-M																4	1
92912	I	2016	2016	1319	0		N	107001	0	1	2016-04-28		D	666,25	666,25	REIMPUT. ROR 2016 2015/1348 REIMPUT. 2013/1826 PR-E-409-M INCENTIVO	2016	107001	0	1	2013	1672	DD||K		PR-E-409-M - COD. CUP B59G13000420002 Lavori: CIG Z2E0C33B0C Assicurazione: CIG 0556375F28 Lavori di manutenzione delle apparecchiature elettromeccaniche, meccanismi di manovra, strumentazioni ed opere civili della Cassa di Espansione del torrente Enza in Comune di Montechiarugolo (PR). AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA		D	S	129		CUP/CIG NON PREVISTO CDR=17E3			SVI			2015	1348		PR-E-409-M																4	1
92913	I	2016	2016	1320	0		N	107006	0	1	2016-04-28		D	228,38	228,38	REIMPUT. ROR 2016 2015/1366 REIMPUT. 2014/581 PC-E-216-M COORD.SICUREZZA	2016	107006	0	1	2014	250	DD||K		PC-E-216/M  Lavori di sfalcio e decespugliamento in destra del fiume Po nel 3° e 4° tronco di custodia del circondario idraulico  di Piacenza.  CUP    B88G12000170002        CIG  Z8708AB7B5  INCARICO DI COORDINATORE PER LA SICUREZZA IN FASE ESECUTIVA		D	S	3622		 CDR=17E4	B88G12000170002	Z8708AB7B5	SVI			2015	1366		PC-E-216-M																4	1
92914	I	2016	2016	1321	0		N	107006	0	1	2016-04-28		D	207,45	207,45	REIMPUT. ROR 2016 2015/1368 REIMPUT. 2014/847 PC-E-224-M COORD.SICUREZZA	2016	107006	0	1	2014	429	DD||K		(PC-E-224/M) Lavori di sfalcio e decespugliamento in destra del fiume Po nel 3° e 4° tronco di custodia del circondario idraulico di Piacenza. CONFERIMENTO INCARICO DI COORDINATORE PER LA SICUREZZA. CUP   B88G13000080002        CIG   Z7A0EABA84 IMPEGNO DI SPESA		D	S	5032		 CDR=17E4	B88G13000080002	Z7A0EABA84	SVI			2015	1368		PC-E-224-M																4	1
92915	I	2016	2016	1322	0		N	107006	0	1	2016-04-28		D	1470,00	1470,00	REIMPUT. ROR 2016 2015/1369 REIMPUT. 2014/848 PC-E-226-M COORD.SIC.	2016	107006	0	1	2014	431	DD||K		(PC-E-226/M) Lavori di inghiaiamento strada di servizio in sommità delle arginature del Colatore Fontana nei comuni di Monticelli d'Ongina e Villanova sull'Arda - Piacenza. CONFERIMENTO INCARICO DI COORDINATORE PER LA SICUREZZA CUP  B65C13000350002          CIG   ZDC0EABE61 IMPEGNO DI SPESA 		D	S	4558		 CDR=17E4	B65C13000350002	ZDC0EABE61	SVI			2015	1369		PC-E-226-M																4	1
92916	I	2016	2016	1323	0		N	107001	0	1	2016-04-28		D	47387,64	47387,64	REIMPUT. ROR 2016 2015/1370 REIMPUT. 2014/1269 PR-E-412-M LAVORI ONERI IVA	2016	107001	0	1	2014	669	DD||K		PR-E-412-M - COD. CUP B59G13000450002 Lavori: CIG 5412780F58 Assicurazione progettisti: CIG 0556375F28 Lavori di sfalcio, decespugliamento, disboscamento e manutenzione sommità arginali delle arginature comprese nel 5° tronco di custodia del circondario idraulico di Parma AGGIUDICAZIONE DEFINITIVA EFFICACE  IMPEGNO DI SPESA		D	S	809		 CDR=17E3	B59G13000450002	5412780F58	SVI			2015	1370		PR-E-412-M																4	1
92917	I	2016	2016	1324	0		N	107001	0	1	2016-04-28		D	2253,66	2253,66	REIMPUT. ROR 2016 2015/1371 REIMPUT. 2014/1270 PR-E-412-M INCENTIVO	2016	107001	0	1	2014	669	DD||K		PR-E-412-M - COD. CUP B59G13000450002 Lavori: CIG 5412780F58 Assicurazione progettisti: CIG 0556375F28 Lavori di sfalcio, decespugliamento, disboscamento e manutenzione sommità arginali delle arginature comprese nel 5° tronco di custodia del circondario idraulico di Parma AGGIUDICAZIONE DEFINITIVA EFFICACE  IMPEGNO DI SPESA		D	S	129		CUP/CIG NON PREVISTO CDR=17E3			SVI			2015	1371		PR-E-412-M																4	1
92918	I	2016	2016	1325	0		N	107001	0	1	2016-04-28		D	4544,79	4544,79	REIMPUT. ROR 2016 2015/1372 REIMPUT. 2014/1276 PC-E-228-M LAVORI ONERI IVA	2016	107001	0	1	2014	702	DD||K		PC-E-228-M - COD. CUP B29G13000810002 Lavori: CIG 5458255683 Assicurazione progettisti: 0556375F28 Lavori di disboscamento, decespugliamento e svaso d'alveo del torrente Nure tra il ponte del Bagarotto e la foce in Comune di Piacenza e Caorso (PC). AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA		D	S	946		 CDR=17E4	B29G13000810002	5458255683	SVI			2015	1372		PC-E-228-M																4	1
92919	I	2016	2016	1326	0		N	107001	0	1	2016-04-28		D	1514,64	1514,64	REIMPUT. ROR 2016 2015/1373 REIMPUT. 2014/1277 PC-E-228-M INCENTIVO	2016	107001	0	1	2014	702	DD||K		PC-E-228-M - COD. CUP B29G13000810002 Lavori: CIG 5458255683 Assicurazione progettisti: 0556375F28 Lavori di disboscamento, decespugliamento e svaso d'alveo del torrente Nure tra il ponte del Bagarotto e la foce in Comune di Piacenza e Caorso (PC). AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA		D	S	129		CUP/CIG NON PREVISTO CDR=17E4			SVI			2015	1373		PC-E-228-M																4	1
92920	I	2016	2016	1327	0		N	107001	0	1	2016-04-28		D	201,71	201,71	REIMPUT. ROR 2016 2015/1374 REIMPUT. 2014/1280 PC-E-228-M ASS.PROGETTISTI	2016	107001	0	1	2014	702	DD||K		PC-E-228-M - COD. CUP B29G13000810002 Lavori: CIG 5458255683 Assicurazione progettisti: 0556375F28 Lavori di disboscamento, decespugliamento e svaso d'alveo del torrente Nure tra il ponte del Bagarotto e la foce in Comune di Piacenza e Caorso (PC). AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA		D	S	5617		 CDR=17E4	B29G13000810002	0556375F28	SVI			2015	1374		PC-E-228-M																4	1
92921	I	2016	2016	1328	0		N	107001	0	1	2016-04-28		D	1000,00	1000,00	REIMPUT. ROR 2016 2015/1375 REIMPUT. 2014/1282 PC-E-228-M OCCUPAZIONE TEMPORANEA	2016	107001	0	1	2014	702	DD||K		PC-E-228-M - COD. CUP B29G13000810002 Lavori: CIG 5458255683 Assicurazione progettisti: 0556375F28 Lavori di disboscamento, decespugliamento e svaso d'alveo del torrente Nure tra il ponte del Bagarotto e la foce in Comune di Piacenza e Caorso (PC). AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA		D	S	219		CUP/CIG NON PREVISTO CDR=17E4			SVI			2015	1375		PC-E-228-M																4	1
92911	I	2016	2016	1318	0		N	107001	0	1	2016-04-28		D	196,96	196,96	REIMPUT. ROR 2016 2015/1347 REIMPUT. 2013/1825 PR-E-409-M LAVORI ONERI IVA	2016	107001	0	1	2013	1672	DD||K		PR-E-409-M - COD. CUP B59G13000420002 Lavori: CIG Z2E0C33B0C Assicurazione: CIG 0556375F28 Lavori di manutenzione delle apparecchiature elettromeccaniche, meccanismi di manovra, strumentazioni ed opere civili della Cassa di Espansione del torrente Enza in Comune di Montechiarugolo (PR). AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA		D	S	4484		 CDR=17E3	B59G13000420002	Z2E0C33B0C	SVI			2015	1347		PR-E-409-M																4	1
92922	I	2016	2016	1329	0		N	107001	0	1	2016-04-28		D	1553,76	1553,76	REIMPUT. ROR 2016 2015/1376 REIMPUT. 2014/1286 PR-E-410-M LAVORI DI SFALCIO, DECESPUGLIAMENTO, DISBOSCAMENTO E MANUTENZIONE SOMMITA' ARGINALI DELLE ARGINATURE COMPRESE NEL IV TRONCO DI CUSTODIA DEL CIRCONDARIO IDRAULICO DI PARMA. LAVORI	2016	107001	0	1	2014	668	DD||K		PR-E-410-M - COD. CUP B79G13000690002 Lavori: CIG 541274634D Assicurazione progettisti: CIG 0556375F28 Lavori di sfalcio, decespugliamento, disboscamento e manutenzione sommità arginali delle arginature comprese nel 4° tronco di custodia del circondario idraulico di Parma. AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA		D	S	644		 CDR=17E3	B79G13000690002	541274634D	SVI			2015	1376		PR-E-410-M																4	1
92901	I	2016	2016	1308	0		N	107001	0	1	2016-04-28		D	201,71	201,71	REIMPUT. ROR 2016 2015/1317 REIMPUT. 2013/1400 PC-E-224-M LAVORI DI SFALCIO E DECESPUGLIAMENTO IN DX FIUME PO NEL 3^ E 4^  TRONCO DI CUSTODIA DEL CIRCONDARIO IDRAULICO DI PIACENZA	2016	107001	0	1	2013	1038	DD||K		PC-E-224-M - COD. CUP B88G13000080002 Lavori: CIG 5208738293  Assicurazione: CIG 0556375F28 Lavori di sfalcio e decespugliamento in destra del fiume Po nel 3° e 4° tronco di custodia del circondario idraulico di Piacenza. AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA		D	S	5617		 CDR=17E4	B88G13000080002		SVI			2015	1317		PC-E-224-M																4	1
92902	I	2016	2016	1309	0		N	107006	0	1	2016-04-28		D	497,10	497,10	REIMPUT. ROR 2016 2015/1329 REIMPUT. 2013/1592 PC-E-228-M COORD.SICUREZZA	2016	107006	0	1	2013	1384	DD||K		PC-E-228-M - COD. CUP B29G13000810002 Coordinamento sicurezza: CIG Z950AABC47 Lavori di disboscamento, decespugliamento e svaso d'alveo del torrente Nure tra il ponte del Bagarotto e la foce in Comune di Piacenza e Caorso (PC). IMPEGNO DI SPESA PROPEDEUTICO		D	S	4144		 CDR=17E4	B29G13000810002	Z950AABC47	SVI			2015	1329		PC-E-228-M																4	1
92903	I	2016	2016	1310	0		N	107001	0	1	2016-04-28		D	2018,40	2018,40	REIMPUT. ROR 2016 2015/1331 REIMPUT. 2013/1604 PR-E-406-M. LAVORO DI SFALCIO, DECESPUGLIAMENTO, DISBOSCAMENTO E MANUTENZIONE SOMMITA' ARGINALI, MANUFATTI E ORGANI DI MANOVRA DELLE CASSE DI ESPANSIONE DEL TORRENTE ENZA. INCENTIVO	2016	107001	0	1	2013	1389	DD||K		PR-E-406-M - COD. CUP  B78G13000100002 Lavori: CIG  5324997688 Assicurazione progettisti: CIG 0556375F28 Lavori di sfalcio, decespugliamento, disboscamento e manutenzione sommità arginali , manufatti e organi di manovra delle Casse di Espansione del torrente Enza. AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA     		D	S	129		CUP/CIG NON PREVISTO CDR=17E3			SVI			2015	1331		PR-E-406-M																4	1
92904	I	2016	2016	1311	0		N	107006	0	1	2016-04-28		D	184,99	184,99	REIMPUT. ROR 2016 2015/1333 REIMPUT. 2013/1629 PC-E-230-M. LAVORI DI MANUTENZIONE DELLE CHIAVICHE E VENTOLE PRESENTI NEL III E IV TRONCO DI CUSTODIA DEL FIUME PO DI PIACENZA. SPESA PROPEDEUTICA	2016	107006	0	1	2013	1386	DD||K		PC-E-230-M - COD. CUP B39G13001410002 Coordinamento sicurezza: CIG ZF50AABDA4 Lavori di manutenzione delle chiaviche e ventole presenti nel III e IV tronco di custodia del fiume Po di Piacenza. IMPEGNO DI SPESA PROPEDEUTICO		D	S	8928		 CDR=17E4	B39G13001410002	ZF50AABDA4	SVI			2015	1333		PC-E-230-M																4	1
92905	I	2016	2016	1312	0		N	107001	0	1	2016-04-28		D	2406,37	2406,37	REIMPUT. ROR 2016 2015/1337 REIMPUT. 2013/1703 PR-E-408-M INCENTIVO	2016	107001	0	1	2013	1577	DD||K		PR-E-408-M - COD. CUP B99G13000000002 Lavori: CIG  5325537428 Assicurazione progettisti: CIG 0556375F28 Lavori di sfalcio, decespugliamento, disboscamento e manutenzione delle arginature comprese nel 2° tronco di custodia del circondario idraulico di Parma. AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA		D	S	129		CUP/CIG NON PREVISTO CDR=17E3			SVI			2015	1337		PR-E-408-M																4	1
92906	I	2016	2016	1313	0		N	107001	0	1	2016-04-28		D	201,71	201,71	REIMPUT. ROR 2016 2015/1338 REIMPUT. 2013/1704 PR-E-408-M ASSICURAZIONE PROGETTISTI	2016	107001	0	1	2013	1577	DD||K		PR-E-408-M - COD. CUP B99G13000000002 Lavori: CIG  5325537428 Assicurazione progettisti: CIG 0556375F28 Lavori di sfalcio, decespugliamento, disboscamento e manutenzione delle arginature comprese nel 2° tronco di custodia del circondario idraulico di Parma. AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA		D	S	5617		 CDR=17E3	B99G13000000002	0556375F28	SVI			2015	1338		PR-E-408-M																4	1
92907	I	2016	2016	1314	0		N	107001	0	1	2016-04-28		D	430,83	430,83	REIMPUT. ROR 2016 2015/1341 REIMPUT. 2013/1764 PR-E-405-M LAVORI ONERI IVA	2016	107001	0	1	2013	1575	DD||K		PR-E-405-M - COD. CUP B98G13000090002 Lavori: CIG 532451264C Assicurazione progettisti: CIG 0556375F28 Lavori di sfalcio, decespugliamento, disboscamento e manutenzione sommità arginali delle arginature comprese nel 6° tronco di custodia del circondario idraulico di Parma. AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA		D	S	4577		 CDR=17E3	B98G13000090002	532451264C	SVI			2015	1341																		4	1
92908	I	2016	2016	1315	0		N	107001	0	1	2016-04-28		D	2230,43	2230,43	REIMPUT. ROR 2016 2015/1342 REIMPUT. 2013/1765 PR-E-405-M INCENTIVO	2016	107001	0	1	2013	1575	DD||K		PR-E-405-M - COD. CUP B98G13000090002 Lavori: CIG 532451264C Assicurazione progettisti: CIG 0556375F28 Lavori di sfalcio, decespugliamento, disboscamento e manutenzione sommità arginali delle arginature comprese nel 6° tronco di custodia del circondario idraulico di Parma. AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA		D	S	129		CUP/CIG NON PREVISTO CDR=17E3			SVI			2015	1342		PR-E-405-M																4	1
92909	I	2016	2016	1316	0		N	107001	0	1	2016-04-28		D	74503,34	74503,34	REIMPUT. ROR 2016 2015/1343 REIMPUT. 2013/1767 PC-E-226-M LAVORI ONERI IVA	2016	107001	0	1	2013	1574	DD||K		PC-E-226-M COD. CUP B56C13000350002 Lavori: CIG 5332024D63 Assicurazione progettisti: CIG 0556375F28 Lavori di inghiaiamento strada di servizio in sommità delle arginature del Colatore Fontana nei Comuni di Monticelli d'Ongina e Villanova sull'Arda. AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA		D	S	946		 CDR=17E4	B56C13000350002	5332024D63	SVI			2015	1343		PC-E-226-M																4	1
92910	I	2016	2016	1317	0		N	107001	0	1	2016-04-28		D	1863,95	1863,95	REIMPUT. ROR 2016 2015/1344 REIMPUT. 2013/1768 PC-E-226-M INCENTIVO	2016	107001	0	1	2013	1574	DD||K		PC-E-226-M COD. CUP B56C13000350002 Lavori: CIG 5332024D63 Assicurazione progettisti: CIG 0556375F28 Lavori di inghiaiamento strada di servizio in sommità delle arginature del Colatore Fontana nei Comuni di Monticelli d'Ongina e Villanova sull'Arda. AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA		D	S	129		CUP/CIG NON PREVISTO CDR=17E4			SVI			2015	1344		PC-E-226-M																4	1
92900	I	2016	2016	1307	0		N	107001	0	1	2016-04-28		D	2984,42	2984,42	REIMPUT. ROR 2016 2015/1316 REIMPUT. 2013/1399 PC-E-224-M LAVORI DI SFALCIO E DECESPUGLIAMENTO IN DX FIUME PO NEL 3^ E 4^  TRONCO DI CUSTODIA DEL CIRCONDARIO IDRAULICO DI PIACENZA	2016	107001	0	1	2013	1038	DD||K		PC-E-224-M - COD. CUP B88G13000080002 Lavori: CIG 5208738293  Assicurazione: CIG 0556375F28 Lavori di sfalcio e decespugliamento in destra del fiume Po nel 3° e 4° tronco di custodia del circondario idraulico di Piacenza. AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA		D	S	129		CUP/CIG NON PREVISTO CDR=17E4			SVI			2015	1316		PC-E-224-M																4	1
