ACCERTAMENTO_ID	TIPO_MOVIMENTO	ANNO_ESERCIZIO	ANNO_ACCERTAMENTO	NUMERO_ACCERTAMENTO	NUMERO_SUBACCERTAMENTO	PLURIENNALE	CAPO_RIACC	NUMERO_CAPITOLO	NUMERO_ARTICOLO	NUMERO_UEB	DATA_EMISSIONE	DATA_SCADENZA	STATO_OPERATIVO	IMPORTO_INIZIALE	IMPORTO_ATTUALE	DESCRIZIONE	ANNO_CAPITOLO_ORIG	NUMERO_CAPITOLO_ORIG	NUMERO_ARTICOLO_ORIG	NUMERO_UEB_ORIG	ANNO_PROVVEDIMENTO	NUMERO_PROVVEDIMENTO	TIPO_PROVVEDIMENTO	SAC_PROVVEDIMENTO	OGGETTO_PROVVEDIMENTO	NOTE_PROVVEDIMENTO	STATO_PROVVEDIMENTO	SOGGETTO_DETERMINATO	CODICE_SOGGETTO	CLASSE_SOGGETTO	NOTA	AUTOMATICO	ANNO_ACCERTAMENTO_PLUR	NUMERO_ACCERTAMENTO_PLUR	ANNO_ACCERTAMENTO_RIACC	NUMERO_ACCERTAMENTO_RIACC	OPERA	PDC_FINANZIARIO	TRANSAZIONE_UE_ENTRATA	SIOPE_ENTRATA	ENTRATA_RICORRENTE	PERIMETRO_SANITARIO_ENTRATA	PDC_ECONOMICO_PATR	CLASSIFICATORE_1	CLASSIFICATORE_2	CLASSIFICATORE_3	CLASSIFICATORE_4	CLASSIFICATORE_5	ENTE_PROPRIETARIO_ID	PARERE_FINANZIARIO
75173053	A	2016	2016	24	0	0		1749000	0	1	2016-01-01		P	275000	275000	CONTRIBUTO REGIONALE PER CANALI NORD		0	0		2004	0	DD||K				PROVVISORIO	S	5611			N																	30	0
75173170	A	2016	2016	26	0	0		1584003	0	1	2016-01-01		D	1287622,93	1287622,93	POSIZ. N. 4546800 ACQUISIZIONE AREE PER INSEDIAMENTI PRODUTTIVI		0	0		2010	4246	DD||K				DEFINITIVO	S	12661			N																	30	1
75173171	A	2016	2018	6	0	1		1584003	0	1	2016-01-01		D	5674732,37	5674732,37	POSIZ. N. 4546800 ACQUISIZIONE AREE PER INSEDIAMENTI PRODUTTIVI		0	0		2010	4246	DD||K				DEFINITIVO	S	12661			N																	30	1
75172697	A	2016	2016	13	0	0		1753002	0	1	2016-01-01		D	62419,27	62419,27	VERS. CONTRIBUTO PER BONIFICA SITO A.SE.RI.		0	0		2009	2730	DD||K				DEFINITIVO	S	5611			N																	30	1
75172395	A	2016	2019	1	0	1		11000	0	1	2016-01-01		P	9154,39	9154,39	VERS. ACCERT. ICI 		0	0									N				N																	30	0
75173651	A	2016	2017	9	0	1		13000	0	1	2016-01-01		P	4355,57	4355,57	VERS. ACCERT. I.M.U. 		0	0									N				N																	30	0
75172577	A	2016	2021	2	0	1		11000	0	1	2016-01-01		P	47370	47370	VERS. ACCERTAMENTO ICI		0	0									S	10931			N																	30	0
75174071	A	2016	2017	12	0	1		13000	0	1	2016-01-01		P	5998,37	5998,37	VERS. ACCERT. I.M.U 		0	0									N				N																	30	0
75173953	A	2016	2019	5	0	1		11000	0	1	2016-01-01		P	1137,15	1137,15	VERS. ACCERT. ICI 		0	0									N				N																	30	0
75172636	A	2016	2016	11	0	0		11000	0	1	2016-01-01		P	36112,2	36112,2	VERS. ACCERTAMENTI ICI 		0	0									S	14975			N																	30	0
75172991	A	2016	2016	20	0	0		11000	0	1	2016-01-01		P	1949,4	1949,4	VERS. ACCERT. ICI 		0	0									N				N																	30	0
75172939	A	2016	2018	5	0	1		11000	0	1	2016-01-01		P	1806,72	1806,72	VERS. ACCERT. ICI 		0	0									N				N																	30	0
75173654	A	2016	2016	36	0	0		13000	0	1	2016-01-01		P	4669,59	4669,59	VERS. ACCERT. I.M.U 		0	0									N				N																	30	0
75173650	A	2016	2016	35	0	0		13000	0	1	2016-01-01		P	4355,57	4355,57	VERS. ACCERT. I.M.U. 		0	0									N				N																	30	0
75172396	A	2016	2019	2	0	1		11000	0	1	2016-01-01		P	9154,39	9154,39	VERS. ACCERT. ICI 		0	0									N				N																	30	0
75173591	A	2016	2016	34	0	0		11000	0	1	2016-01-01		P	8080,68	8080,68	VERS. ACCERT. 		0	0									N				N																	30	0
75173951	A	2016	2019	4	0	1		11000	0	1	2016-01-01		P	1053,92	1053,92	VERS. ACCERT. ICI 		0	0									N				N																	30	0
65184345	A	2016	2016	1	0	0		1230000	0	1	2016-01-01		D	280	280	RIMBORSO SPESE PER INTALLAZIONE FOTOPIATRICE PRESSO BIBLIOTECA E SCUOLA VALLOTTI		0	0		2014	3792	DD||K				DEFINITIVO	S	18109			N																	30	1
75174013	A	2016	2019	6	0	1		11000	0	1	2016-01-01		P	1045,24	1045,24	VERS. ACCERT. ICI 		0	0									N				N																	30	0
75172518	A	2016	2017	3	0	1		11000	0	1	2016-01-01		P	47370	47370	VERS. ACCERTAMENTO ICI		0	0									S	10931			N																	30	0
75174010	A	2016	2016	42	0	0		11000	0	1	2016-01-01		P	1791,84	1791,84	VERS. ACCERT. ICI 		0	0									N				N																	30	0
75172638	A	2016	2018	4	0	1		11000	0	1	2016-01-01		P	6594,65	6594,65	VERS. ACCERTAMENTI ICI 		0	0									S	14975			N																	30	0
75173952	A	2016	2018	10	0	1		11000	0	1	2016-01-01		P	1949,4	1949,4	VERS. ACCERT. ICI 		0	0									N				N																	30	0
75172992	A	2016	2017	5	0	1		11000	0	1	2016-01-01		P	1949,4	1949,4	VERS. ACCERT. ICI 		0	0									N				N																	30	0
75172399	A	2016	2023	1	0	1		11000	0	1	2016-01-01		P	9154,39	9154,39	VERS. ACCERT. ICI 		0	0									N				N																	30	0
75172578	A	2016	2022	1	0	1		11000	0	1	2016-01-01		P	23697,66	23697,66	VERS. ACCERTAMENTO ICI		0	0									S	10931			N																	30	0
75172397	A	2016	2020	1	0	1		11000	0	1	2016-01-01		P	9154,39	9154,39	VERS. ACCERT. ICI 		0	0									N				N																	30	0
75173710	A	2016	2018	9	0	1		13000	0	1	2016-01-01		P	32687,14	32687,14	VERS. ACCERT. I.M.U 		0	0									N				N																	30	0
75173652	A	2016	2018	8	0	1		13000	0	1	2016-01-01		P	30489,02	30489,02	VERS. ACCERT. I.M.U. 		0	0									N				N																	30	0
75172458	A	2016	2018	2	0	1		11000	0	1	2016-01-01		P	1938,05	1938,05	VERS. ACCERT. ICI cacciatore-bosso		0	0									N				N																	30	0
75174011	A	2016	2017	11	0	1		11000	0	1	2016-01-01		P	1791,84	1791,84	VERS. ACCERT. ICI 		0	0									N				N																	30	0
75173592	A	2016	2017	8	0	1		11000	0	1	2016-01-01		P	8080,68	8080,68	VERS. ACCERT. 		0	0									N				N																	30	0
75173416	A	2016	2017	7	0	1		13000	0	1	2016-01-01		P	4669,59	4669,59	VERS. ACCERT. I.M.U 		0	0									N				N																	30	0
75173593	A	2016	2018	7	0	1		11000	0	1	2016-01-01		P	1346,78	1346,78	VERS. ACCERT. 		0	0									N				N																	30	0
75172398	A	2016	2021	1	0	1		11000	0	1	2016-01-01		P	9154,39	9154,39	VERS. ACCERT. ICI 		0	0									N				N																	30	0
75174014	A	2016	2018	11	0	1		11000	0	1	2016-01-01		P	1791,84	1791,84	VERS. ACCERT. ICI 		0	0									N				N																	30	0
75173530	A	2016	2022	2	0	1		11000	0	1	2016-01-01		P	9154,39	9154,39	VERS. ACCERT. ICI 		0	0									N				N																	30	0
75172637	A	2016	2017	4	0	1		11000	0	1	2016-01-01		P	36112,2	36112,2	VERS. ACCERTAMENTI ICI 		0	0									S	14975			N																	30	0
75172515	A	2016	2016	9	0	0		11000	0	1	2016-01-01		P	12936,38	12936,38	VERS. ACCERTAMENTO ICI		0	0									S	20467			N																	30	0
75123459	A	2016	2018	1	0	1		11000	0	1	2016-01-01		P	9154,39	9154,39	VERS. ACCERT. ICI 		0	0									N				N																	30	0
75173950	A	2016	2017	10	0	1		11000	0	1	2016-01-01		P	1806,72	1806,72	VERS. ACCERT. ICI 		0	0									N				N																	30	0
75172519	A	2016	2018	3	0	1		11000	0	1	2016-01-01		P	47370	47370	VERS. ACCERTAMENTO ICI		0	0									S	10931			N																	30	0
75172517	A	2016	2016	10	0	0		11000	0	1	2016-01-01		P	47370	47370	VERS. ACCERTAMENTO ICI		0	0									S	10931			N																	30	0
74195403	A	2016	2016	6	0	0		1230000	0	1	2016-01-01		D	16006,4	16006,4	VERS. CANONE CONCESSIONE SOMMINISTRAZIONE BEVANDE		0	0		2015	1115	DD||K				DEFINITIVO	S	19345			N																	30	1
79649333	A	2016	2016	45	0	0		1640000	0	1	2016-01-01		D	22000	22000	ECONOMO COM.LE - RIMBORSO ANTICIPAZIONE FONDI ANNO 2016		0	0		2015	3249	DD||K				DEFINITIVO	S	6			N																	30	1
75172575	A	2016	2019	3	0	1		11000	0	1	2016-01-01		P	47370	47370	VERS. ACCERTAMENTO ICI		0	0									S	10931			N																	30	0
75172576	A	2016	2020	2	0	1		11000	0	1	2016-01-01		P	47370	47370	VERS. ACCERTAMENTO ICI		0	0									S	10931			N																	30	0
75174012	A	2016	2016	43	0	0		13000	0	1	2016-01-01		P	10282,92	10282,92	VERS. ACCERT. I.M.U 		0	0									N				N																	30	0
75123458	A	2016	2017	1	0	1		11000	0	1	2016-01-01		P	9154,39	9154,39	VERS. ACCERT. ICI 		0	0									N				N																	30	0
75172456	A	2016	2016	8	0	0		11000	0	1	2016-01-01		P	7986	7986	VERS. ACCERT. ICI cacciatore-bosso		0	0									N				N																	30	0
75123457	A	2016	2016	7	0	0		11000	0	1	2016-01-01		P	9154,39	9154,39	VERS. ACCERT. ICI 		0	0									N				N																	30	0
75173899	A	2016	2016	41	0	0		11000	0	1	2016-01-01		P	1806,72	1806,72	VERS. ACCERT. ICI 		0	0									N				N																	30	0
75172457	A	2016	2017	2	0	1		11000	0	1	2016-01-01		P	7986	7986	VERS. ACCERT. ICI cacciatore-bosso		0	0									N				N																	30	0
75173534	A	2016	2016	33	0	0		11000	0	1	2016-01-01		P	1700	1700	VERS. ACCERT. 		0	0									N				N																	30	0
76599962	A	2016	2016	44	0	0		1242000	0	1	2016-01-01		N	8000	8000	VERS. RIMBORSO ENERGIA ELETTRRICA E GAS		0	0		2014	3760	DD||K				DEFINITIVO	N				N																	30	1
75173293	A	2016	2016	29	0	0		1584004	0	1	2016-01-01		D	10930,92	10930,92	POSIZ. N. 4538967 PER MANUTENZ. STRAORD. IMMOBILE INTERESSE STORICO ARTISTICO TORRE CIVICA VIA GIOBERTI		0	0		2014	326	DG||K				DEFINITIVO	S	12661			N																	30	1
74053456	A	2016	2016	5	0	0		1230001	0	1	2016-01-01		D	14265	14265	comando dott. Spagnuolo presso Agenzia per l'Italia Digitale periodo 01.01.2016 - 30.04.2016		0	0		2015	993	DD||K				DEFINITIVO	S	21402			N																	30	1
65722152	A	2016	2016	3	0	0		1776000	0	1	2016-01-01		N	180000	180000	REGIONE PIEMONTE - CONTRIBUTO PER PROGRAMMA TERRITORIALE INTEGRATO "TERRA DI MEZZO" - PARTE		0	0		2014	4042	DD||K				DEFINITIVO	N				N																	30	1
65722154	A	2016	2016	4	0	0		1762002	0	1	2016-01-01		N	198000	198000	REGIONE PIEMONTE - CONTRIBUTO PER PROGRAMMA TERRITORIALE INTEGRATO "TERRA DI MEZZO" - PARTE		0	0		2014	4042	DD||K				DEFINITIVO	N				N																	30	1
65607445	A	2016	2016	2	0	0		1230001	0	1	2016-01-01		N	722	722	VERS. RIMBORSO PERSONALE IN COMANDO DOTT.SA LATELLA		0	0		2014	4003	DD||K				DEFINITIVO	N				N																	30	1
