ACCERTAMENTO_ID	TIPO_MOVIMENTO	ANNO_ESERCIZIO	ANNO_ACCERTAMENTO	NUMERO_ACCERTAMENTO	NUMERO_SUBACCERTAMENTO	PLURIENNALE	CAPO_RIACC	NUMERO_CAPITOLO	NUMERO_ARTICOLO	NUMERO_UEB	DATA_EMISSIONE	DATA_SCADENZA	STATO_OPERATIVO	IMPORTO_INIZIALE	IMPORTO_ATTUALE	DESCRIZIONE	ANNO_CAPITOLO_ORIG	NUMERO_CAPITOLO_ORIG	NUMERO_ARTICOLO_ORIG	NUMERO_UEB_ORIG	ANNO_PROVVEDIMENTO	NUMERO_PROVVEDIMENTO	TIPO_PROVVEDIMENTO	SAC_PROVVEDIMENTO	OGGETTO_PROVVEDIMENTO	NOTE_PROVVEDIMENTO	STATO_PROVVEDIMENTO	SOGGETTO_DETERMINATO	CODICE_SOGGETTO	CLASSE_SOGGETTO	NOTA	AUTOMATICO	ANNO_ACCERTAMENTO_PLUR	NUMERO_ACCERTAMENTO_PLUR	ANNO_ACCERTAMENTO_RIACC	NUMERO_ACCERTAMENTO_RIACC	OPERA	PDC_FINANZIARIO	TRANSAZIONE_UE_ENTRATA	SIOPE_ENTRATA	ENTRATA_RICORRENTE	PERIMETRO_SANITARIO_ENTRATA	PDC_ECONOMICO_PATR	CLASSIFICATORE_1	CLASSIFICATORE_2	CLASSIFICATORE_3	CLASSIFICATORE_4	CLASSIFICATORE_5	ENTE_PROPRIETARIO_ID	PARERE_FINANZIARIO
38495131	A	2016	2016	17	0	0		20000900	0	1	2016-01-01		D	36999,24	36999,24	CONTRIBUTO P.S.R. 2007/2013 - MISURA 323 AZ. 1B - INTERVENTO N. 1 "NUOVI STRUMENTI DI CONSERVAZIONE E VALORIZZAZIONE DELL'AGROECOSISTEMA RISICOLO"     (DGR N. 44-7485/2007 - DGR N. 39-246/2001 - DDR N. 437 DEL 19/12/2011 - DDR N. 256 DEL 02/05/2013)		0	0		2014	1082	D8||K				DEFINITIVO	S	262			N																	31	1
38495132	A	2016	2016	18	0	0		20000900	0	1	2016-01-01		D	4685	4685	CONTRIBUTO P.S.R. 2007/2013 - MISURA 323 AZ. 1B - INTERVENTO N. 2 "PROGETTO DI TUTELA E RIQUALIFICAZIONE AMBIENTALE IN AREA VALSESIANA" (DGR N. 44-7485/2007 - DGR N. 39-246/2001 - DDR N. 437 DEL 19/12/2011 - DDR N. 256 DEL 02/05/2013) SPESA 3346/2014		0	0		2014	1082	D8||K				DEFINITIVO	S	262			N																	31	1
38495193	A	2016	2017	1	0	1		40001200	0	1	2016-01-01		P	370022,55	370022,55	PIANO REG.LE INVESTIMENTI - CONVENZIONE REGIONE PIEMONTE/ARES REP. N. 12573/2007 - SR 455 ADEGUAMENTO CARREGGIATA TRATTA "VERCELLI-TRICERRO" (NOTA SCR PIEMONTE DEL 02/02/2012)		0	0									S	262			N																	31	0
38495187	A	2016	2016	19	0	0		40001000	0	1	2016-01-01		D	386000	386000	CONTRIBUTO MITIGAZ. RISCHIO IDROGEOLOGICO - SP N. 230 "DI MASSAZZA" LAV. PONTE TORRENTE CERVO IN COMUNE DI QUINTO V.SE     (CAP SPESA 7280/2014)		0	0		2014	61	DG||K				DEFINITIVO	S	262			N																	31	1
38495192	A	2016	2016	22	0	0		40001200	0	1	2016-01-01		P	1480090,2	1480090,2	PIANO REG.LE INVESTIMENTI - CONVENZIONE REGIONE PIEMONTE/ARES REP. N. 12573/2007 - SR 455 ADEGUAMENTO CARREGGIATA TRATTA "VERCELLI-TRICERRO" (NOTA SCR PIEMONTE DEL 02/02/2012)		0	0									S	262			N																	31	0
38495188	A	2016	2016	20	0	0		40001000	0	1	2016-01-01		D	96471,08	96471,08	CONTRIBUTO MITIGAZ. RISCHIO IDROGEOLOGICO - SP N. 9 "DI VALLE MASTALLONE" LAV. CONSOLIDAM. SCARPATA IN COMUNE DI CERVATTO (CAP SPESA 7280/2014) 		0	0		2014	77	DG||K				DEFINITIVO	S	262			N																	31	1
38495190	A	2016	2016	21	0	0		40001200	0	1	2016-01-01		P	190055,63	190055,63	PIANO REG.LE RETE STRADALE TRASFERITA - SP 299 "DI ALAGNA" - MIGLIORAM. SICUREZZA CIRCOLAZ. AREA ALTA VALS. DA VARALLO A RIVA VALDOBBIA		0	0									S	262			N																	31	0
40230948	A	2016	2016	23	0	0		10000400	0	1	2016-01-01		D	43220	43220	Tributo funzioni tutela protezione igiene ambiente - TEFA - ANNUALITA' PREGRESSE 2005/2008 - DILAZIONE DI PAGAMENTO 6 RATE ANNUALI DAL 2015 AL 2020 - RATA 2016		0	0		2015	2177	S7||K				DEFINITIVO	S	632			N																	31	1
40230949	A	2016	2017	2	0	1		10000400	0	1	2016-01-01		D	43220	43220	Tributo funzioni tutela protezione igiene ambiente - TEFA - ANNUALITA' PREGRESSE 2005/2008 - DILAZIONE DI PAGAMENTO 6 RATE ANNUALI DAL 2015 AL 2020 - RATA 2017		0	0		2015	2177	S7||K				DEFINITIVO	S	632			N																	31	1
38494892	A	2016	2016	1	0	0		20002500	0	1	2016-01-01		P	8145,18	8145,18	DIRETTIVA FORMAZIONE PER LA SALUTE E LA SICUREZZA SUI LUOGHI DI LAVORO 2012/2014 (DGR N. 26-4083 DEL 02/07/2012 - DET. REG. N. 539 DEL 24/09/2012)		0	0									S	262			N																	31	0
38494893	A	2016	2016	2	0	0		20002500	0	1	2016-01-01		P	22757,8	22757,8	Direttiva formazione per la salute e la sicurezza sui luoghi di lavoro - FONDI ANNO 2013  (DET. REG. N. 539 DEL 24/09/2012 - VEDI ANCHE ACC. 436/2012)		0	0									S	262			N																	31	0
38495007	A	2016	2016	8	0	0		20003600	0	1	2016-01-01		P	549900	549900	CONTRIBUTO OBBLIGO ISTRUZIONE 2014/2017 - DGR N. 40/2013 E N. 34/2014		0	0									S	262			N																	31	0
38494945	A	2016	2016	3	0	0		20003100	0	1	2016-01-01		P	99829,06	99829,06	CONTRIB. DIRETTIVA FCI 2008/2014 - L. 236/93 (DD. N. 829/2012 - DDR 605 DEL 24/10/2013)		0	0									S	262			N																	31	0
38495125	A	2016	2016	16	0	0		20002800	0	1	2016-01-01		P	2370,41	2370,41	CONTRIB. ACQUIS. SERVIZI A FAVORE PERSONE IN INSERIM./REINSERIM. LAVORATIVO - VOUCHER CONCILIAZ. (REG. CE N. 1083/06 FSE 2007/2013 OB. 2 (DGR N. 60-7429 DEL 12/11/2007 POR ASSE II "OCCUPABILITA' OB. SPEC. E) ATTIVITA' 7( DGR N. 10-4533DEL 10/09/2012		0	0									S	262			N																	31	0
41706390	A	2016	2016	25	0	0		20003100	0	1	2016-01-01		D	32283,01	32283,01	CONTRIB. FCI FORMAZIONE CONTINUA INDIVIDUALE - FONDI L. 53/2000 - DECRETO 87/2014 (CAP. SPESA 2069/1-2016)		0	0		2015	2351	S4||K				DEFINITIVO	S	262			N																	31	1
38495010	A	2016	2016	10	0	0		20003700	0	1	2016-01-01		P	276266,73	276266,73	DIRETTIVA DIRITTO/DOVERE ISTRUZ. E FORMAZ. PROF.LE - FONDI REGIONALE - DGR N. 13-6025 DEL 28/06/2013     (PEG SPESA 2074/3)		0	0									S	262			N																	31	0
38495069	A	2016	2016	14	0	0		20000500	0	1	2016-01-01		D	40058,1	40058,1	L.R. 34/2008 - CONTRIBUTO IMPIEGO TEMP. E STRAORD. SOGGETTI SOTTOPOSTI A MISURE RESTRITTIVE LIBERTA' PERSONALE - 2014     (DGR N. 23-7440 DEL 15/04/2014 - DDR N. 341 DEL 06/05/2014)     -     CAP SPESA 4751/2014		0	0		2014	1956	D4||K				DEFINITIVO	S	262			N																	31	1
38495012	A	2016	2016	11	0	0		20003700	0	1	2016-01-01		P	535290	535290	CONTRIBUTO OBBLIGO ISTRUZIONE 2014/2017 B.R.		0	0									S	262			N																	31	0
38494952	A	2016	2016	5	0	0		20003500	0	1	2016-01-01		P	253246	253246	CONTRIBUTO OBBLIGO ISTRUZIONE 2014/2017 - PON		0	0									S	262			N																	31	0
