ACCERTAMENTO_ID	TIPO_MOVIMENTO	ANNO_ESERCIZIO	ANNO_ACCERTAMENTO	NUMERO_ACCERTAMENTO	NUMERO_SUBACCERTAMENTO	PLURIENNALE	CAPO_RIACC	NUMERO_CAPITOLO	NUMERO_ARTICOLO	NUMERO_UEB	DATA_EMISSIONE	DATA_SCADENZA	STATO_OPERATIVO	IMPORTO_INIZIALE	IMPORTO_ATTUALE	DESCRIZIONE	ANNO_CAPITOLO_ORIG	NUMERO_CAPITOLO_ORIG	NUMERO_ARTICOLO_ORIG	NUMERO_UEB_ORIG	ANNO_PROVVEDIMENTO	NUMERO_PROVVEDIMENTO	TIPO_PROVVEDIMENTO	SAC_PROVVEDIMENTO	OGGETTO_PROVVEDIMENTO	NOTE_PROVVEDIMENTO	STATO_PROVVEDIMENTO	SOGGETTO_DETERMINATO	CODICE_SOGGETTO	CLASSE_SOGGETTO	NOTA	AUTOMATICO	ANNO_ACCERTAMENTO_PLUR	NUMERO_ACCERTAMENTO_PLUR	ANNO_ACCERTAMENTO_RIACC	NUMERO_ACCERTAMENTO_RIACC	OPERA	PDC_FINANZIARIO	TRANSAZIONE_UE_ENTRATA	SIOPE_ENTRATA	ENTRATA_RICORRENTE	PERIMETRO_SANITARIO_ENTRATA	PDC_ECONOMICO_PATR	CLASSIFICATORE_1	CLASSIFICATORE_2	CLASSIFICATORE_3	CLASSIFICATORE_4	CLASSIFICATORE_5	ENTE_PROPRIETARIO_ID	PARERE_FINANZIARIO
24456	A	2016	2016	467	0		N	301570	0	1	2016-04-28		D	412491,70	412491,70	REIMPUT. ROR 2016 2015/490 REIMPUT. 2011/951 APPLICAZIONE DELLA CONVENZIONE DI AVVALIMENTO SULLA NAVIGAZIONE INTERNA LOMBARDA, ARTICOLI 3 E 7. IMPEGNI ASSUNTI PER FAR FRONTE A SPESE LEGALI DERIVANTI DALLA GESTIONE DELLA NAVIGAZIONE INTERNA LOMBARDA.  ACCERTAMENTO A CARICO DELLA REGIONE LOMBARDIA	2016	301570	0	1	2011	1622	DD||K		Applicazione della Convenzione di avvalimento sulla navigazione interna lombarda, articoli 3 e 7. Impegni assunti per far fronte a spese legali derivanti dalla gestione della navigazione interna lombarda. ACCERTAMENTO A CARICO DELLA REGIONE LOMBARDIA		D	S	266			N			2015	490													4	1
24457	A	2017	2017	14	0		N	102100	0	1	2016-04-28		D	3159,47	3159,47	REIMPUT. ROR 2016 2012/719 INDENNIZZO 207/2012	2017	102100	0	1	2012	1232	DD||K		Accertamento canoni per occupazione demaniale in comune di Motta Baluffi. Occupante: Comune di Motta Baluffi.		D	S	3168			N			2012	719		E.3.01.03.01.002											4	1
24458	A	2017	2017	15	0		N	102110	0	1	2016-04-28		D	15242,05	15242,05	REIMPUT. ROR 2016 2008/820 AREA A TERRA PORTO SUD INDENNIZZO 1.7.08 - 30.06.09	2017	102110	0	1	2008	2398	DD||K		Concessione di area Porto interno di Cremona. Concessionario: Legno Service s.r.l.		D	S	3982			N			2008	820		E.3.01.03.01.002											4	1
24459	A	2017	2017	16	0		N	201150	0	1	2016-04-28		D	2500000,00	2500000,00	REIMPUT. ROR 2016 2015/365 REIMPUT. 2006/383 PROGRAMMA CIPE 17/2003	2017	201150	0	1	2017		SPR||				D	N	0	MIGRAZIONE||MIGRAZIONE		N			2015	365													4	1
24460	A	2017	2017	17	0		N	201150	0	1	2016-04-28		D	361620,00	361620,00	REIMPUT. ROR 2016 2015/366 REIMPUT. 2010/339 AL-E-1768 CIPE 3/2006 CUP B73B09000000002 LAVORI DI REALIZZAZIONE DI UN ARGINE IN SINISTRA DEL TORRENTE SCRIVIA IN COMUNE DI SERRAVALLE SCRIVIA (AL).  IMPEGNO DI SPESA PROPEDEUTICO PER INCARICO PROGETTAZIONE PRELIMINARE, DEFINITIVA ED ESECUTIVA, SICUREZZA, RELAZIONE PAESAGGISTICA E RELAZIONE VALUTAZIONE IMPATTO AMBIENTALE.	2017	201150	0	1	2010	737	DD||K		AL-E-1768 CUP B73B09000000002 Lavori di realizzazione di un argine in sinistra del torrente Scrivia in comune di Serravalle Scrivia (AL). IMPEGNO DI SPESA PROPEDEUTICO PER INCARICO PROGETTAZIONE PRELIMINARE, DEFINITIVA ED ESECUTIVA, SICUREZZA, RELAZIONE PAESAGGISTICA E RELAZIONE VALUTAZIONE IMPATTO AMBIENTALE.		D	S	265			N			2015	366													4	1
24449	A	2016	2016	460	0		N	203130	0	1	2016-04-28		D	12728,81	12728,81	REIMPUT. ROR 2016 2015/162 FE-E-2-NI REALIZZAZIONE DEL NUOVO PONTE FERROVIARIO SULL'IDROVIA FERRARESE IN LOC. MIGLIARINO. SISTEMAZIONE AREE	2016	203130	0	1	2015	239	DD||K		FE-E-2-NI CUP I81H04000010002 Realizzazione del nuovo ponte ferroviario sull'idrovia ferrarese in località Migliarino (Fe) in sostituzione di quello esistente di ostacolo alla navigazione. Affidamento intervento di sistemazione aree CIG ZE313D4768. ASSUNZIONE IMPEGNO DI SPESA ED ACCERTAMENTO ENTRATA.		D	S	146			N			2015	162		E.4.03.10.02.001											4	1
24438	A	2016	2016	449	0		N	202010	0	1	2016-04-28		D	475178,70	475178,70	REIMPUT. ROR 2016 2015/466 REIMPUT. 2012/256 CR-E-19-NI DGR LOMBARDIA N.1585/11 E CONV.N.15685/21.9.11	2016	202010	0	1	2012	834	DD||K		CR-E-19-NI COD CUP B99H12000080002  Manutenzione del tratto pensile del canale navigabile MI-CR-PO a monte della conca di navigazione di Acquanegra Cremonese (CR) IMPEGNO DI SPESA CON ACCERTAMENTO A CARICO DI REGIONE LOMBARDIA 		D	S	266			N			2015	466													4	1
24439	A	2016	2016	450	0		N	202010	0	1	2016-04-28		D	685044,10	685044,10	REIMPUT. ROR 2016 2015/467 REIMPUT. 2012/515 MN-E-14-NI CONVENZIONE REP.15687/21.9.11 AIPO/R.LOMB.	2016	202010	0	1	2012	1000	DD||K		MN-E-14-NI COD CUP B19H12000360002 Manutenzioni straordinarie Area Mantovana: conca di San Leone, Conca di Governolo, Porto Catena. IMPEGNO DI SPESA CON ACCERTAMENTO A CARICO DI REGIONE LOMBARDIA		D	S	266			N			2015	467													4	1
24440	A	2016	2016	451	0		N	202010	0	1	2016-04-28		D	52255,10	52255,10	REIMPUT. ROR 2016 2015/468 REIMPUT. 2013/453 MN-E-18-NI. CONCA DI TREVENZUOLO	2016	202010	0	1	2013	920	DD||K		Determina n. 694 del 15/07/2013 (MN-E-18-NI). Rettifica accertamento.		D	S	266			N			2015	468													4	1
24441	A	2016	2016	452	0		N	202010	0	1	2016-04-28		D	47495,00	47495,00	REIMPUT. ROR 2016 2015/1073 MN-E-22-NI ART.4 CONVENZIONE N.18748/16.12.2014	2016	202010	0	1	2015	1423	DD||K		MN-E-22-NI - Fondi Regione Lombardia per sistema idroviario - CUP B86J14000840002 - Implementazione di misure per la sicurezza e la vigilanza delle vie navigabile e la loro promozione e sviluppo. CIG Z02169ECE0 Servizio 1) "Estensione incarico per redazione studio consulenza per censimento ormeggi" CIG ZD2169EA1C Lavoro 1) "Produzione e posa di cartelli" CIG Z9A169EBAF Lavoro 2) "Sistemazione della segnaletica" IMPEGNI DI SPESE PROPEDEUTICHE E COMPLEMENTARI CON ACCERTAMENTO A CARICO DELLA RE		D	S	266			N			2015	1073													4	1
24442	A	2016	2016	453	0		N	202060	0	1	2016-04-28		D	350000,00	350000,00	REIMPUT. ROR 2016 2015/470 REIMPUT. 2014/221 IR-E-2 STUDI PER LO SVILUPPO DELLA RETE NAVIGABILE DEL NORD ITALIA: "365 PO RIVER SYSTEM" 2012-IT-91076-S	2016	202060	0	1	2014	285	DD||K		IR-E-2 CUP: B45J14000020008 Studi per lo sviluppo della rete navigabile del Nord Italia: "365 Po River System - Preliminary Project to improve navigation from Cremona port to the Adriatica Sea" - 2012-IT-91076-S - nel settore delle reti transeuropee dei trasporti (TEN-T). APPROVAZIONE QUADRO ECONOMICO IMPEGNO SPESA PROPEDEUTICA ACCERTAMENTO A CARICO DELLA COMMISSIONE EUROPEA E DI REGIONE LOMBARDIA		D	S	5350			N			2015	470		E.4.03.14.01.001											4	1
24443	A	2016	2016	454	0		N	203100	0	1	2016-04-28		D	32600,00	32600,00	REIMPUT. ROR 2016 2015/596 SERVIZIO DI MESSA A NORMA DELEL ATTREZZATURE EX ARNI DI PROPRIETA' REGIONALE IN DOTAZIONE AD AIPO SETTORE NAVIGAZIONE INTERNA	2016	203100	0	1	2015	670	DD||K		Servizio di messa a norma delle attrezzature ex ARNI di proprietà regionale in dotazione ad AIPO Settore Navigazione Interna. CIG Z4D1405983. AFFIDAMENTO DEL SERVIZIO,  ASSUNZIONE IMPEGNO DI SPESA E ACCERTAMENTO ENTRATA		D	S	146			N			2015	596		E.4.03.10.02.001											4	1
24444	A	2016	2016	455	0		N	203120	0	1	2016-04-28		D	2674313,09	2674313,09	REIMPUT. ROR 2016 2015/475 REIMPUT. 2011/65 PC-E-1/NI. REALIZZAZIONE DELLA NUOVA CONCA DI NAVIGAZIONE DI ISOLA SERAFINI	2016	203120	0	1	2011	195	DD||K		PC-E-1/NI COD CUP I08106000000001 Realizzazione della nuova conca di navigazione di isola Serafini sul fiume Po in Comune di Monticelli d'Ongina (PC) Dichiarazione di efficacia dell'aggiudicazione definitiva della procedura aperta per l'affidamento della progettazione esecutiva e della esecuzione dei lavori CIG 0329761F5E Presa d'atto dell'incarico professionale di direzione lavori, misura e contabilità e coordinamento alla sicurezza in fase di esecuzione CIG 023350673D. AGGIUDICAZIONE DEFINI		D	S	122			N			2015	475		E.4.03.10.02.001											4	1
24445	A	2016	2016	456	0		N	203120	0	1	2016-04-28		D	482666,11	482666,11	REIMPUT. ROR 2016 2015/477 REIMPUT. 2014/1014 PC-E-2-NI LAVORI PER CONCA ISOLA SERAFINI PC	2016	203120	0	1	2014	1545	DD||K		PC-E-2-NI CUP: E82D12000190009 CIG: 58527691C5 Interventi di ripristino della continuità del corridoio fluvilae, del sistema di controllo e degli altri interventi infrastrutturali previsti - realizzazione impianto di risalita per la fauna ittica sul fiume Po Isola Serafini Comune di Monticelli d'Ongina (PC) Progetto LIFE+11 NAT/IT/188 CON.FLU.PO Restoring connectivity in Po River basin opening migratory route for Acipenser naccarii and 10 fish species in annex II AGGIUDICAZIONE DEFINITIVA EFFI		D	S	146			N			2015	477		E.4.03.10.02.001											4	1
24446	A	2016	2016	457	0		N	203120	0	1	2016-04-28		D	2458,10	2458,10	REIMPUT. ROR 2016 2015/536 PROGETTO LIFE+11 NAT/IT/188 CON.FLU.PO. PROVE DI LABORATORIO SUI MATERIALI DA COSTRUZIONE	2016	203120	0	1	2015	550	DD||K		Progetto LIFE+11 NAT/IT/188 CON.FLU.PO  Restoring connectivity in Po River basin opening migratory route for Acipenser naccarii and 10 fish species in annex II PC-E-2-NI Interventi di ripristino della continuità del corridoio fluviale, del sistema di controllo e degli altri interventi infrastrutturali previsti - realizzazione impianto di risalita per la fauna ittica sul fiume Po Isola Serafini Comune di Monticelli d'Ongina (PC) CUP E82D12000190009. AFFIDAMENTO DEL SERVIZIO PER L'ESECUZIONE DI PR		D	S	146			N			2015	536		E.4.03.10.02.001											4	1
24447	A	2016	2016	458	0		N	203120	0	1	2016-04-28		D	35614,73	35614,73	REIMPUT. ROR 2016 2015/1149 PC-E-1-NI. PROVE DI LABORATORIO SU MATERIALI	2016	203120	0	1	2015	1599	DD||K		PC-E-1-NI CUP I81E06000000001 - Realizzazione della nuova conca di navigazione di Isola Serafini sul fiume Po in comune di Monticelli d'Ongina (PC). PROVE DI LABORATORIO SUI MATERIALI.  CIG Z4615D4FE4 		D	S	146			N			2015	1149		E.4.03.10.02.001											4	1
24448	A	2016	2016	459	0		N	203120	0	1	2016-04-28		D	31397,92	31397,92	REIMPUT. ROR 2016 2015/1150 PC-E-1-NI. PROVE DI LABORATORIO SU MATERIALI	2016	203120	0	1	2015	1599	DD||K		PC-E-1-NI CUP I81E06000000001 - Realizzazione della nuova conca di navigazione di Isola Serafini sul fiume Po in comune di Monticelli d'Ongina (PC). PROVE DI LABORATORIO SUI MATERIALI.  CIG Z4615D4FE4 		D	S	146			N			2015	1150		E.4.03.10.02.001											4	1
24437	A	2016	2016	448	0		N	202010	0	1	2016-04-28		D	92051,96	92051,96	REIMPUT. ROR 2016 2015/465 REIMPUT. 2011/950 CR-E-10-NI. LAVORI DI SISTEMAZIONE SOTTO IL PROFILO DELLA FUNZIONALITA' E SICUREZZA DELLA CONCA DI NAVIGAZIONE DI CREMONA	2016	202010	0	1	2011	1655	DD||K		CR-E-10-NI COD CUP B12J07000400002  Lavori di sistemazione sotto il profilo della funzionalità e sicurezza della conca di navigazione di Cremona. CIG 3278984F2E Redazione progetto stralcio esecutivo, coordinamento alla sicurezza in fase di progettazione ed esecuzione, direzione lavori, contablilità e misura. AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA E ACCERTAMENTO A CARICO DI REGIONE LOMBARDIA 		D	S	266			N			2015	465													4	1
24427	A	2016	2016	438	0		N	201160	0	1	2016-04-28		D	2451,70	2451,70	REIMPUT. ROR 2016 2015/630 AL-E-307-M ORD.COMM.N.2/A18.000/217 DEL 1.4.2015	2016	201160	0	1	2015	834	DD||K		AL-E-307-M - ORD. COMMISSARIALE R. PIEMONTE N. 2/2015 - CUP.B24H15000580002 - CIG:ZC11525D87 - Lavori di manutenzione straordinaria degli argini del torrente Orba nei comuni di Capriata d'Orba, Bosco Marengo, Fresonara, Casalcermelli e Alessandria AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA CON ACCERTAMENTO A CARICO DI REGIONE PIEMONTE 		D	S	265			N			2015	630		E.4.03.10.02.001											4	1
24428	A	2016	2016	439	0		N	201160	0	1	2016-04-28		D	4741,19	4741,19	REIMPUT. ROR 2016 2015/631 AL-E-1782-M ORD.COMM.N.2/A18.000/217 DEL 1.4.2015	2016	201160	0	1	2015	833	DD||K		AL-E-1782  - ORD. COMMISSARIALE R. PIEMONTE N. 2/2015 - CUP:B34H15001010003 - CIG: ZCF1522097 - Lavori di realizzazione di una scogliera in sponda destra torrente Scrivia in comune di Tortona a difesa abitato AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA CON ACCERTAMENTO A CARICO DI REGIONE PIEMONTE		D	S	265			N			2015	631		E.4.03.10.02.001											4	1
24429	A	2016	2016	440	0		N	201160	0	1	2016-04-28		D	1634,90	1634,90	REIMPUT. ROR 2016 2015/632 AL-E-308-M ORD.COMM.N.2/A18.000/217 DEL 1.4.2015	2016	201160	0	1	2015	832	DD||K		AL-E-308-M  - ORD. COMMISSARIALE R. PIEMONTE N. 2/2015 - CUP:B24H15000590002 - CIG:ZE11525A63 - Lavori di manutenzione straordinaria dei canali scolmatori dei torrenti Ossona  eGrue nei comuni di Tortona e Castelnuovo Scrivia AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA CON ACCERTAMENTO A CARICO DI REGIONE PIEMONTE 		D	S	265			N			2015	632		E.4.03.10.02.001											4	1
24430	A	2016	2016	441	0		N	201160	0	1	2016-04-28		D	22848,59	22848,59	REIMPUT. ROR 2016 2015/659 VC-E-977 - ORD. COMM.LE R- PIEMONTE N 2/2015 LAVORI DI CONSOLIDAMENTO DELL'ARGINE IN SPONDA DEL FIUME SESIA INTERESSATO DA FENOMENI DI INFILTRAZIONE ED A PROTEZIONE ABITATO DI VERCELLI	2016	201160	0	1	2015	952	DD||K		VC-E-977 - ORD. COMMISSARIALE R. PIEMONTE N. 2/2015 - CUP:B64H15000520002 - CIG:6303919E83 - Lavori di consolidamento dell&#8217;argine in sponda destra del fiume Sesia interessato da fenomeni di infiltrazione ed a protezione abitato di Vercelli AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA PROPEDEUTICA CON ACCERTAMENTO A CARICO DI REGIONE PIEMONTE		D	S	265			N			2015	659		E.4.03.10.02.001											4	1
24431	A	2016	2016	442	0		N	201200	0	1	2016-04-28		D	677373,65	677373,65	REIMPUT. ROR 2016 2015/389 REIMPUT. 2014/1028 RO-E-1426 LAVORI DI MESSA IN SICUREZZA DELLE ARGINATURE IN SX PO A FICAROLO	2016	201200	0	1	2014	1556	DD||K		RO-E-1426 - CUP B89H11000390002 -  CIG 590154904D per lavori  CIG 5772146D8D per assicurazioni progettisti CIG Z401163887 per coordinamento sicurezza Lavori di messa in sicurezza delle arginature in sinistra Po a Ficarolo (RO) AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA CON ACCERTAMENTO A CARICO DELLA REGIONE VENETO		D	S	458			N			2015	389													4	1
24432	A	2016	2016	443	0		N	201200	0	1	2016-04-28		D	559151,70	559151,70	REIMPUT. ROR 2016 2015/390 REIMPUT. 2014/1029 RO-E-382-M LAVORI DI MANUTENZIONE DELEL DIFESE SPONDALI IN SX PO FRA GLI STANTI 203-214 IN TRATTE SALTUARIE IN COMUNE DI STIENTA	2016	201200	0	1	2014	1552	DD||K		RO-E-382-M - CUP B51H13001100002 -  CIG 5901286742 per lavori   CIG 5772146D8D per assicurazione progettisti CIG ZEB1163CB4 per coordinamento sicurezza Lavori di manutenzione delle difese spondali in sinistra Po fra gli stanti 203-214 in tratte saltuarie in Comune di Stienta (RO) AGGIUDICAZIONE DEFINITIVA EFFICACE IMPEGNO DI SPESA CON ACCERTAMENTO A CARICO DELLA REGIONE VENETO  		D	S	458			N			2015	390													4	1
24433	A	2016	2016	444	0		N	201550	0	1	2016-04-28		D	9056,00	9056,00	REIMPUT. ROR 2016 2015/457 REIMPUT. 2012/19 BS-E-28/M LAVORI DI SISTEMAZIONE IDRAULICA DEL FIUME OGLIO PER LA REALIZZAZIONE DI SCOGLIERA D'ARGINE E REGOLAZIONE D'ALVEO IN LOCALITA' PRADA IN COMUNE DI CIVIDATE CAMUNO.  PROGRAMMAZIONE 2006.  PRESA D'ATTO CONTABILITA' FINALE CON ACCERTAMENTO A CARICO DEL COMUNE DI CIVIDATE CAMUNO	2016	201550	0	1	2012	52	DD||K		BS-E-28/M Lavori di sistemazione idraulica del fiume Oglio per la realizzazione di scogliera d'argine e regolazione d'alveo in località Prada in Comune di Cividate Camuno. Programmazione 2006. PRESA D'ATTO CONTABILITA' FINALE CON ACCERTAMENTO A CARICO DEL COMUNE DI CIVIDATE CAMUNO		D	S	2753			N			2015	457		E.4.03.10.01.001											4	1
24434	A	2016	2016	445	0		N	202010	0	1	2016-04-28		D	57625,92	57625,92	REIMPUT. ROR 2016 2015/75 MN-E-21-NI	2016	202010	0	1	2015	140	DD||K		MN-E-21-NI CUP: B67B14000550002 Sottoscrizione protocollo di Intesa e relativo Addendum tra AIPO/Regione lombardia e Finlombarda Spa relativo all'attuazione dell'intervento di cui alla DGR 3927 del 06/08/2012: recupero Porto Catena di Mantova per un nuovo assetto delle sponde e dello spazio acqueo (fiume Mincio). ACCERTAMENTO A CARICO DI REGIONE LOMBARDIA		D	S	266			N			2015	75													4	1
24435	A	2016	2016	446	0		N	202010	0	1	2016-04-28		D	250000,00	250000,00	REIMPUT. ROR 2016 2015/461 REIMPUT. 2007/472 RICOGNIZIONE ATTIVITA' EX AZIENDA PORTI	2016	202010	0	1	2007	2261	DD||K		Applicazione della Ricognizione delle attività e delle passività in conto capitale della soppressa "Azienda Regionale per i Porti di Cremona e Mantova" (determina dirigenziale n.1915 del 11.10.2007), della DGR n.5707 del 23.10.2007 e della determinazione n. del 23.04.2007 (emanata dal delegato della Regione Lombardia L.R. 30/06, art.8, comma 10), ai fini dell'accertamento di entrate sull'esercizio corrente.		D	S	266			N			2015	461													4	1
24436	A	2016	2016	447	0		N	202010	0	1	2016-04-28		D	14306,00	14306,00	REIMPUT. ROR 2016 2015/463 REIMPUT. 2008/740 FINANZIAMENTO LAVORI REALIZZAZIONE DELLA TURA MOBILE FOCE MINCIO	2016	202010	0	1	2016		SPR||				D	N	0	MIGRAZIONE||MIGRAZIONE		N			2015	463													4	1
