CAPENT_ID	TIPO_CAPITOLO	ANNO_ESERCIZIO	NUMERO_CAPITOLO	NUMERO_ARTICOLO	NUMERO_UEB	DESCRIZIONE	DESCRIZIONE_ARTICOLO	TITOLO	TIPOLOGIA	CATEGORIA	PDC_FIN_QUARTO	PDC_FIN_QUINTO	NOTE	FLAG_RILEVANTE_IVA	FLAG_PER_MEMORIA	TIPO_FINANZIAMENTO	TIPO_VINCOLO	TIPO_FONDO	SIOPE_LIVELLO_1	SIOPE_LIVELLO_2	SIOPE_LIVELLO_3	CLASSIFICATORE_1	CLASSIFICATORE_2	CLASSIFICATORE_3	CLASSIFICATORE_4	CLASSIFICATORE_5	CLASSIFICATORE_6	CLASSIFICATORE_7	CLASSIFICATORE_8	CLASSIFICATORE_9	CLASSIFICATORE_10	CLASSIFICATORE_11	CLASSIFICATORE_12	CLASSIFICATORE_13	CLASSIFICATORE_14	CLASSIFICATORE_15	CENTRO_RESP	CDC	CLASSE_CAPITOLO	FLAG_ACCERTABILE	STANZIAMENTO_INIZIALE	STANZIAMENTO_INIZIALE_RES	STANZIAMENTO_INIZIALE_CASSA	STANZIAMENTO	STANZIAMENTO_RES	STANZIAMENTO_CASSA	STANZIAMENTO_INIZIALE_ANNO2	STANZIAMENTO_ANNO2	STANZIAMENTO_INIZIALE_ANNO3	STANZIAMENTO_ANNO3	FL_MIGRATO	DATA_INS	ENTE_PROPRIETARIO_ID
1758	CAP-EG	2016	90000	0	1	EX90000 - TASSA PER IL RITIRO, LA RACCOLTA ED TRASPORTO DEI RIFIUTI SOLIDI URBANI - RUOLI ANNI PRECEDENTI - 		1000000	1010100	1010161	E.1.01.01.61.000			N	N																						030		STD	S	0	0	0	100000	1469791,05	1569791,05	0	100000	0	0	N	03/02/2016 10:37:04	30
1761	CAP-EG	2016	140000	0	1	EX140000 - DIRITTO DI PESO PUBBLICO E DI MISURA PUBBLICA SERVIZIO RILEVAZIONE I.V.A.		1000000	1010100	1010199	E.1.01.01.99.000			N	N																						030		STD	S	0	0	0	100	0	100	0	100	0	0	N	03/02/2016 10:37:04	30
1756	CAP-EG	2016	150000	0	1	EX150000 - DIRITTO PER IL SERVIZIO DELLE PUBBLICHE AFFISSIONI		1000000	1010100	1010153	E.1.01.01.53.000			N	N																						030		STD	S	0	0	0	0	53311,62	53311,62	0	0	0	0	N	03/02/2016 10:37:04	30
1762	CAP-EG	2016	160000	0	1	EX160000 - ENTRATE DERIVANTI DA INFRAZIONI ALLE NORME TRIBUTARIE		1000000	1010100	1010199	E.1.01.01.99.000			N	N																						030		STD	S	0	0	0	1000	0	1000	0	1000	0	0	N	03/02/2016 10:37:04	30
1767	CAP-EG	2016	201000	0	1	EX201000 - FONDO ORDINARIO STATO		2000000	2010100	2010101	E.2.01.01.01.000			N	N																						030		STD	S	0	0	0	50000	0	50000	0	50000	0	0	N	03/02/2016 10:37:04	30
1768	CAP-EG	2016	203000	0	1	EX203000 - CONTRIBUTO STATO SVILUPPO INVESTIMENTI		2000000	2010100	2010101	E.2.01.01.01.000			N	N																						030		STD	S	0	0	0	13383,96	0	13383,96	0	0	0	0	N	03/02/2016 10:37:04	30
1769	CAP-EG	2016	250000	0	1	EX250000 - TRASFERIMENTO A CARICO DELLO STATO PER SERVIZIO MENSA INSEGNANTI		2000000	2010100	2010101	E.2.01.01.01.000			N	N																						030		STD	S	0	0	0	75000	0	75000	0	75000	0	0	N	03/02/2016 10:37:04	30
1864	CAP-EG	2016	700002	0	1	EX700002 - PROVENTI DEI SERVIZI CIMITERIALI URBANI: TUMULAZIONI - INUMAZIONI ECC..		3000000	3010000	3010200	E.3.01.02.01.000			N	N																						040		STD	S	0	0	0	105000	5206,5	110206,5	0	105000	0	0	N	03/02/2016 10:37:04	30
1865	CAP-EG	2016	700003	0	1	EX700003 - PROVENTI DEI SERVIZI CIMITERIALI URBANI: PROVENTI ESUMAZIONI		3000000	3010000	3010200	E.3.01.02.01.000			N	N																						040		STD	S	0	0	0	25000	3556	28556	0	25000	0	0	N	03/02/2016 10:37:04	30
1869	CAP-EG	2016	700004	0	1	EX700004 - PROVENTI SERVIZI CIMITERIALI - OCCUPAZIONI SUOLO		3000000	3010000	3010200	E.3.01.02.01.000			N	N																						060		STD	S	0	0	0	20000	1684	21684	0	20000	0	0	N	03/02/2016 10:37:04	30
1867	CAP-EG	2016	710000	0	1	EX710000 - PROVENTI RILASCIO PERMESSI DI EDILIZIA		3000000	3010000	3010200	E.3.01.02.01.000			N	N																						050		STD	S	0	0	0	460	0	460	0	460	0	0	N	03/02/2016 10:37:04	30
1918	CAP-EG	2016	750002	0	1	EX750002 - PROVENTI DIVERSI: DIVERSI		3000000	3050000	3050200	E.3.05.99.99.000			N	N																						030		STD	S	0	0	0	0	3628,82	3628,82	0	0	0	0	N	03/02/2016 10:37:04	30
1907	CAP-EG	2016	750003	0	1	EX750003 - RIMBORSO DIRITTI DI NOTIFICA E SPESE POSTALI		3000000	3050000	3050200	E.3.05.99.99.000			N	N																						020		STD	S	0	0	0	6500	18,36	6518,36	0	6500	0	0	N	03/02/2016 10:37:04	30
1878	CAP-EG	2016	755000	0	1	EX755000 - PROVENTI DEI PARCHEGGI: SERVIZIO RILEVAZIONE I.V.A.		3000000	3010000	3010200	E.3.01.02.01.000			N	N																						090		STD	S	0	0	0	760000	5314,39	765314,39	0	760000	0	0	N	03/02/2016 10:37:04	30
1870	CAP-EG	2016	760000	0	1	EX760000 - CONCORSO DEGLI UTENTI PER RETTE ASILO NIDO SERVIZIO RILEVAZIONE I.V.A.		3000000	3010000	3010200	E.3.01.02.01.000			N	N																						070		STD	S	0	0	0	210000	23148,24	233148,24	0	210000	0	0	N	03/02/2016 10:37:04	30
1876	CAP-EG	2016	762000	0	1	EX762000 - CONCORSO DEGLI UTENTI PER CENTRI ESTIVI		3000000	3010000	3010200	E.3.01.02.01.000			N	N																						080		STD	S	0	0	0	22000	2140,34	24140,34	0	22000	0	0	N	03/02/2016 10:37:04	30
1841	CAP-EG	2016	270004	0	1	EX270004 - EROGAZIONE REGIONALE PER FUNZIONI DELEGATE AL COMUNE, SUL DIRITTO ALLO STUDIO (ART. 45 D.P.R. 616/771 FINANZIATO EX D.P.R. 616/1977)-ISTITUTI PROFESSIONALI		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						080		STD	S	0	0	0	3801,04	3801,04	7602,08	0	3801,04	0	0	N	03/02/2016 10:37:04	30
1842	CAP-EG	2016	270005	0	1	EX270005 - EROGAZIONE REGIONALE PER FUNZIONI DELEGATE AL COMUNE, SUL DIRITTO ALLO STUDIO (ART. 45 D.P.R. 616/771 FINANZIATO EX D.P.R. 616/1977)-UTENTI REFEZIONE		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						080		STD	S	0	0	0	6160,83	6160,83	12321,66	0	6160,83	0	0	N	03/02/2016 10:37:04	30
1843	CAP-EG	2016	270006	0	1	EX270006 - EROGAZIONE REGIONALE PER FUNZIONI DELEGATE AL COMUNE, SUL DIRITTO ALLO STUDIO (ART. 45 D.P.R. 616/771 FINANZIATO EX D.P.R. 616/1977)-SPESA PER IL TRASPORTO		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						080		STD	S	0	0	0	3672	3762	7434	0	3672	0	0	N	03/02/2016 10:37:04	30
1844	CAP-EG	2016	270007	0	1	EX270007 - EROGAZIONE REGIONALE PER FUNZIONI DELEGATE AL COMUNE, SUL DIRITTO ALLO STUDIO (ART. 45 D.P.R. 616/771 FINANZIATO EX D.P.R. 616/1977)-CORSI 150 ORE		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						080		STD	S	0	0	0	457,75	457,75	915,5	0	457,75	0	0	N	03/02/2016 10:37:04	30
1829	CAP-EG	2016	270008	0	1	EX270008 - CONTRIBUTO REGIONALE LEGGE 49/91		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						080		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1859	CAP-EG	2016	317001	0	1	EX317001 - CONTRIBUTO DA ALTRI ENTI PER MOBILITY MANAGEMENT		2000000	2010500	2010501	E.2.01.05.01.000			N	N																						090		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1790	CAP-EG	2016	321000	0	1	EX321000 - CONTRIBUTO REGIONE PER ATTIVITA' ASSISTENZIALE (FINANZIA QUOTA PARTE CAP. 3856/0- 3889/0 - 3769/1-3975)		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	1041165	1083113,87	2124278,87	0	1041165	0	0	N	03/02/2016 10:37:04	30
1792	CAP-EG	2016	322000	0	1	EX322000 - CONTRIBUTO REGIONE PIEMONTE LEGGE 104 (FINANZIA QUOTA PARTE CAP.4351/0 E 4350/0) 		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	151000	86222,32	237222,32	0	151000	0	0	N	03/02/2016 10:37:04	30
1793	CAP-EG	2016	333000	0	1	EX333000 - CONTRIBUTO REGIONALE PER L. 162 (FINANZIA QUOTA PARTE CAP. 4351/0 E 4350/0)		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	38073,42	38073,42	76146,84	0	38073,42	0	0	N	03/02/2016 10:37:04	30
1794	CAP-EG	2016	334000	0	1	EX334000 - CONTRIBUTO REGIONALE PER EX O.P. ED ART. 26 (FINANZIA CAP 3810/0)		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	40651,9	42856,15	83508,05	0	40651,9	0	0	N	03/02/2016 10:37:04	30
2023	CAP-EG	2016	1700003	0	1	EX1700003 - RITENUTE PREVIDENZIALI ED ASSISTENZIALI AL PERSONALE : I.N.P.S. - I.N.A.M.		9000000	9010000	9010200	E.9.01.02.02.000			N	N																						040		STD	S	0	0	0	15000	2425,93	17425,93	0	15000	0	0	N	03/02/2016 10:37:04	30
1970	CAP-EG	2016	1744000	0	1	EX1744000 - CONTRIBUTO REGIONE PIEMONTE  IN CONTO CAPITALE PER SISTEMAZIONE A CIELO APERTO DEL TORRENTE SESIETTA DEL CONCENTRICO (FINANZIA CAP. 6970)		4000000	4020000	4020100	E.4.02.01.02.000			N	N																						060		STD	S	0	0	0	140000	0	140000	0	0	0	0	N	03/02/2016 10:37:04	30
1972	CAP-EG	2016	1745000	0	1	EX1745000 - CONTRIBUTO REGIONALE PER COLATORE CERVETTO		4000000	4020000	4020100	E.4.02.01.02.000			N	N																						060		STD	S	0	0	0	79694,61	0	79694,61	0	0	0	0	N	03/02/2016 10:37:04	30
1973	CAP-EG	2016	1749000	0	1	EX1749000 - CONTRIBUTO REGIONALE PER CANALI NORD DI VERCELLI		4000000	4020000	4020100	E.4.02.01.02.000			N	N																						060		STD	S	0	0	0	275000	0	275000	0	0	0	0	N	03/02/2016 10:37:04	30
1850	CAP-EG	2016	465000	0	1	EX465000 - CONTRIBUTO REGIONE PIEMONTE PER CORSI E PROGETTI POLIZIA MUNICIPALE (FINANZIA IL CAPITOLO 1290/0)		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						090		STD	S	0	0	0	15000	3900	18900	0	15000	0	0	N	03/02/2016 10:37:04	30
1851	CAP-EG	2016	470000	0	1	EX470000 - CONTRIBUTO REGIONALE PER TRASPORTI (FINANZIA QUOTA PARTE DEL CAP. 4815/0)		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						090		STD	S	0	0	0	505000	234199,1	739199,1	0	505000	0	0	N	03/02/2016 10:37:04	30
1786	CAP-EG	2016	471000	0	1	EX471000 - CONTRIBUTI REGIONALI PER EDUCAZIONE AMBIENTALE E BENESSERE ANIMALE(FINANZIA CAP. 3058/9)		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						050		STD	S	0	0	0	5000	1285,27	6285,27	0	5000	0	0	N	03/02/2016 10:37:04	30
1781	CAP-EG	2016	474001	0	1	EX474001 - CONTRIBUTO REGIONE PIEMONTE PER IVA SU CONTRATTI DI SERVIZIO TPL		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						030		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1861	CAP-EG	2016	620001	0	1	EX620001 - DIRITTI DI SEGRETERIA:ATTIVITA' CONTRATTUALE		3000000	3010000	3010200	E.3.01.02.01.000			N	N																						020		STD	S	0	0	0	62000	8,32	62008,32	0	62000	0	0	N	03/02/2016 10:37:04	30
1862	CAP-EG	2016	620002	0	1	EX620002 - DIRITTI DI SEGRETERIA E BOLLO VIRTUALE:SERVIZI DEMOGRAFICI (CORR. SPESA CAP. 661/0 PER QUOTA PARTE)		3000000	3010000	3010200	E.3.01.02.01.000			N	N																						040		STD	S	0	0	0	25000	2537,07	27537,07	0	25000	0	0	N	03/02/2016 10:37:04	30
1834	CAP-EG	2016	624001	0	1	EX624001 - CONTRIBUTO REGIONALE PER PROGETTI RELATIVI A POLITICHE GIOVANILI		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						080		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1863	CAP-EG	2016	630000	0	1	EX630000 - DIRITTI PER RILASCIO CARTE DI IDENTITA'		3000000	3010000	3010200	E.3.01.02.01.000			N	N																						040		STD	S	0	0	0	52000	1218,28	53218,28	0	52000	0	0	N	03/02/2016 10:37:04	30
1886	CAP-EG	2016	650000	0	1	EX650000 - AFFITTI DI BANCHI PUBBLICI E MERCATI RIONALI - SERVIZIO RILEVANTE I.V.A.		3000000	3010000	3010300	E.3.01.03.02.000			N	N																						030		STD	S	0	0	0	20000	26325,7	46325,7	0	20000	0	0	N	03/02/2016 10:37:04	30
1899	CAP-EG	2016	689000	0	1	EX689000 - PROVENTI SANZIONI INFRAZIONI STRADALI		3000000	3020000	3020200	E.3.02.02.01.000			N	N																						090		STD	S	0	0	0	1600000	4260098,89	5860098,89	0	1600000	0	0	N	03/02/2016 10:37:04	30
1900	CAP-EG	2016	690000	0	1	EX690000 - PROVENTI SANZIONI INFRAZIONI DI COMPETENZA COMUNALE		3000000	3020000	3020300	E.3.02.03.01.000			N	N																						090		STD	S	0	0	0	85000	276018,65	361018,65	0	85000	0	0	N	03/02/2016 10:37:04	30
1989	CAP-EG	2016	1331000	0	1	EX1331000 - QUOTE DI SPETTANZA DERIVANTI DA CESSIONE TERRENI AIAV		4000000	4040000	4040100	E.4.04.01.08.000			N	N																						030		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1990	CAP-EG	2016	1360000	0	1	EX1360000 - INTROITO PER CESSIONE BENI PATRIMONIALI DESTINATO A INVESTIMENTI		4000000	4040000	4040100	E.4.04.01.08.000			N	N																						030		STD	S	0	0	0	2500000	0	2500000	0	1000000	0	0	N	03/02/2016 10:37:04	30
1996	CAP-EG	2016	40000370	0	1	EX1361000 - RICAVO DA ALIENAZIONE TERRENI EX COLLEGIO ISABELLA DI CARDONA		4000000	4040000	4040200	E.4.04.02.01.000			N	N																						030		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1997	CAP-EG	2016	1362000	0	1	EX1362000 - INTROITO PER CESSIONE FONDI RUSTICI EX OSPIZIO PER PIANO DI RECUPERO  EX MONTEFIBRE		4000000	4040000	4040200	E.4.04.02.01.000			N	N																						030		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1871	CAP-EG	2016	766000	0	1	EX766000 - CONCORSO DI PRIVATI PER PRESTAZIONI ASSISTENZIALI - SAD		3000000	3010000	3010200	E.3.01.02.01.000			N	N																						070		STD	S	0	0	0	26000	3417,26	29417,26	0	26000	0	0	N	03/02/2016 10:37:04	30
1798	CAP-EG	2016	348000	0	1	EX348000 - CONTRIBUTO REGIONALE INTERVENTI A SOSTEGNO DELLA DOMICILIARITA' DEGLI ANZIANI NON AUTOSUFFICIENTI - DGR 26/06(FINANZIA CAP. 3890/2)		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	101317,9	48047,63	149365,53	0	101317,9	0	0	N	03/02/2016 10:37:04	30
2036	CAP-EG	2016	1620000	0	1	EX1620000 - RIMBORSO DI SPESE ANTICIPATE PER CONTO DELLA REGIONE, DI ALTRE ENTI, DI PRIVATI, DI DIPENDENTI, ECC.		9000000	9010000	9019900	E.9.02.99.99.000			N	N																						030		STD	S	0	0	0	800000	157106,54	957106,54	0	800000	0	0	N	03/02/2016 10:37:04	30
2031	CAP-EG	2016	1624000	0	1	EX1624000 - RIMBORSO SPESE PER ATTIVITA' CONTRATTUALE A CARICO TERZI		9000000	9020000	9020100	E.9.02.01.01.000			N	N																						020		STD	S	0	0	0	65000	57476,48	122476,48	0	65000	0	0	N	03/02/2016 10:37:04	30
2032	CAP-EG	2016	1625000	0	1	EX1625000 - RIMBORSO DI SPESE ANTICIPATE PER CONTO DI ALTRI COMUNI DEL CIRCONDARIO PER COMMISSIONE ELETTORALE CIRCONDARIALE		9000000	9020000	9020100	E.9.02.01.01.000			N	N																						020		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
2030	CAP-EG	2016	1640000	0	1	EX1640000 - RESTITUZIONE SOMME ANTICIPATE ALL'UFFICIO ECONOMATO		9000000	9010000	9019900	E.9.01.99.03.000			N	N																						030		STD	S	0	0	0	30000	0	30000	0	30000	0	0	N	03/02/2016 10:37:04	30
2034	CAP-EG	2016	1650000	0	1	EX1650000 - DEPOSITO PER SPESE CONTRATTUALI ED ASTE		9000000	9020000	9020400	E.9.02.04.02.000			N	N																						030		STD	S	0	0	0	2100	0	2100	0	2100	0	0	N	03/02/2016 10:37:04	30
2035	CAP-EG	2016	1660000	0	1	EX1660000 - DEPOSITI CAUZIONALI		9000000	9020000	9020400	E.9.02.04.02.000			N	N																						030		STD	S	0	0	0	2500	0	2500	0	2500	0	0	N	03/02/2016 10:37:04	30
2029	CAP-EG	2016	1700001	0	1	EX1700001 - RITENUTE PREVIDENZIALI ED ASSISTENZIALI AL PERSONALE: C.P.D.E.L.		9000000	9010000	9010300	E.9.01.03.02.000			N	N																						040		STD	S	0	0	0	750000	0	750000	0	750000	0	0	N	03/02/2016 10:37:04	30
2022	CAP-EG	2016	1700002	0	1	EX1700002 - RITENUTE PREVIDENZIALI ED ASSISTENZIALI AL PERSONALE: I.N.A.D.E.L.		9000000	9010000	9010200	E.9.01.02.02.000			N	N																						040		STD	S	0	0	0	145000	0	145000	0	145000	0	0	N	03/02/2016 10:37:04	30
1958	CAP-EG	2016	1755000	0	1	EX1755000 - CONTRIBUTO REGIONALE PER LA MESSA IN SICUREZZA DEL SITO CASCINA RANZA (FINANZIA CAP. 8061/2)		4000000	4020000	4020100	E.4.02.01.02.000			N	N																						050		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1982	CAP-EG	2016	1759000	0	1	EX1759000 - CONTRIBUTO REGIONE PIEMONTE  IN CONTO CAPITALE PER RINNOVO PARCO AUTOBUS 2003 - L. 194/98		4000000	4020000	4020100	E.4.02.01.02.000			N	N																						090		STD	S	0	0	0	0	22341,29	22341,29	0	0	0	0	N	03/02/2016 10:37:04	30
1910	CAP-EG	2016	1123000	0	1	EX1123000 - RIMBORSO MUTUI DA ATENA SERVIZI SPA		3000000	3050000	3050200	E.3.05.99.99.000			N	N																						030		STD	S	0	0	0	52941,9	52941,9	105883,8	0	52941,9	0	0	N	03/02/2016 10:37:04	30
1922	CAP-EG	2016	1161000	0	1	EX1161000 - CONTRIBUTI EROGATI DAL GESTORE AI SENSI DELLA LEGGE REGIONALE N. 24/2002 E LREGGE REGIONALE N. 2/2003 - (FINANZIA CAP. 3145/0 - E QUOTA PARTE CAP. 3140)		3000000	3050000	3050200	E.3.05.99.99.000			N	N																						050		STD	S	0	0	0	0	1487108,68	1487108,68	0	0	0	0	N	03/02/2016 10:37:04	30
1911	CAP-EG	2016	1170000	0	1	EX1170000 - RIMBORSO PER COMUNICAZIONI TELEFONICHE INTERURBANE		3000000	3050000	3050200	E.3.05.99.99.000			N	N																						030		STD	S	0	0	0	1000	0	1000	0	1000	0	0	N	03/02/2016 10:37:04	30
1912	CAP-EG	2016	1171000	0	1	EX1171000 - RIMBORSO UTENZE S.ANDREA		3000000	3050000	3050200	E.3.05.99.99.000			N	N																						030		STD	S	0	0	0	50000	12569,51	62569,51	0	50000	0	0	N	03/02/2016 10:37:04	30
1913	CAP-EG	2016	1174000	0	1	EX1174000 - RIMBORSO SPESE CONDOMINIALI CASA DELLA RUOTA 		3000000	3050000	3050200	E.3.05.99.99.000			N	N																						030		STD	S	0	0	0	2000	2512,27	4512,27	0	2000	0	0	N	03/02/2016 10:37:04	30
1917	CAP-EG	2016	1230000	0	1	EX1230000 - RIMBORSI E RECUPERI DIVERSI SERVIZIO RILEVAZIONE I.V.A.		3000000	3050000	3050200	E.3.05.99.99.000			N	N																						030		STD	S	0	0	0	130000	6989,53	136989,53	0	130000	0	0	N	03/02/2016 10:37:04	30
1920	CAP-EG	2016	1230001	0	1	EX1230001 - RIMBORSI E RECUPERI DIVERSI - PERSONALE IN COMANDO		3000000	3050000	3050200	E.3.05.99.99.000			N	N																						040		STD	S	0	0	0	15265	103507,51	118772,51	0	0	0	0	N	03/02/2016 10:37:04	30
1995	CAP-EG	2016	1314000	0	1	EX1314000 - RICAVO DA ALIENAZIONE TERRENI EX COLLEGIO ISABELLA DI CARDONA		4000000	4040000	4040200	E.4.04.02.01.000			N	N																						030		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1983	CAP-EG	2016	1320000	0	1	EX1320000 - PROVENTI DI CONCESSIONI CIMITERIALI (AREE, LOCULI, TOMBE, ECC.) - SERVIZIO RILEVAZIONE I.V.A.		4000000	4020000	4020200	E.4.02.02.01.000			N	N																						040		STD	S	0	0	0	100000	0	100000	0	100000	0	0	N	03/02/2016 10:37:04	30
1824	CAP-EG	2016	406000	0	1	EX406000 - CONTRIBUTO DA PARTE ASL 11 PER CONVENZIONE SERVIZI A VALENZA SANITARIA (FINANZIA  QUOTA PARTE CAP. 3769/1)		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	320000	132884,09	452884,09	0	320000	0	0	N	03/02/2016 10:37:04	30
1830	CAP-EG	2016	440000	0	1	EX440000 - CONTRIBUTO REGIONALE PER PROMOZIONE ATTIVITA' CULTURALE		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						080		STD	S	0	0	0	0	100000	100000	0	0	0	0	N	03/02/2016 10:37:04	30
1999	CAP-EG	2016	1440000	0	1	EX1440000 - CONTRIBUTO DI COSTRUZIONE EX D.P.R. 380/2001		4000000	4050000	4050100	E.4.05.01.01.000			N	N																						050		STD	S	0	0	0	300000	3640,99	303640,99	0	300000	0	0	N	03/02/2016 10:37:04	30
2000	CAP-EG	2016	1441000	0	1	EX1441000 - INTROITO DI SOMME VERSATE A TITOLO DI PROVENTI PER CONCESSIONI D. L. 269/2003 CONVERTITO NELLA LEGGE 326/2003 (CONDONI EDILIZIA EBUSIVA) - FIN. CAP. 6990/0 E 6991/0		4000000	4050000	4050100	E.4.05.01.01.000			N	N																						050		STD	S	0	0	0	25000	1548	26548	0	25000	0	0	N	03/02/2016 10:37:04	30
1980	CAP-EG	2016	1448000	0	1	EX1448000 - CONTRIBUTO REGIONE PIEMONTE PER SBN 		4000000	4020000	4020100	E.4.02.01.02.000			N	N																						080		STD	S	0	0	0	0	14670	14670	0	0	0	0	N	03/02/2016 10:37:04	30
2001	CAP-EG	2016	1450000	0	1	EX1450000 - INTROITO DI SOMME VERSATE PER TRASFORMAZIONE DIRITTO DI SUPERFICIE IN DIRITTO DI PROPRIETA' E MONETIZZAZIONE DIRITTO SUPERFICIARIO NUOVE AREE		4000000	4050000	4050100	E.4.05.01.01.000			N	N																						050		STD	S	0	0	0	0	1914,33	1914,33	0	0	0	0	N	03/02/2016 10:37:04	30
1966	CAP-EG	2016	1492000	0	1	EX1492000 - CONTRIBUTO REGIONALE PER  COMPLETAMENTO RETE FOGNARIA E DEPURATORE COMUNALE		4000000	4020000	4020100	E.4.02.01.02.000			N	N																						060		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1967	CAP-EG	2016	1494000	0	1	EX1494000 - CONTRIBUTO REGIONALE PER  FINANZIARE I LAVORI DI SESTIMAZIONE RETICOLO IDROGRAFICO NEL CONCENTRICO		4000000	4020000	4020100	E.4.02.01.02.000			N	N																						060		STD	S	0	0	0	0	29103,5	29103,5	0	0	0	0	N	03/02/2016 10:37:04	30
2002	CAP-EG	2016	1499000	0	1	EX1499000 - PROVENTI DA MONETIZZAZIONE DI AREE A SERVIZI 		4000000	4050000	4050100	E.4.05.01.01.000			N	N																						050		STD	S	0	0	0	30000	805080	835080	0	30000	0	0	N	03/02/2016 10:37:04	30
2018	CAP-EG	2016	1530000	0	1	EX1530000 - RISCOSSIONE DI SOMME PER ANTICIPAZIONI DI TESORERIA		7000000	7010000	7010100	E.7.01.01.01.000			N	N																						030		STD	S	0	0	0	30000000	0	30000000	0	30000000	0	0	N	03/02/2016 10:37:04	30
2017	CAP-EG	2016	1579002	0	1	EX1579002 - RISCOSSIONE SOMME DA ACCENSIONE MUTUI		6000000	6030000	6030100	E.6.03.01.04.000			N	N																						030		STD	S	0	0	0	0	62932,52	62932,52	0	0	0	0	N	03/02/2016 10:37:04	30
1969	CAP-EG	2016	1741000	0	1	EX1741000 - CONTRIBUTO REGIONALE PER COLATORE CERVETTO		4000000	4020000	4020100	E.4.02.01.02.000			N	N																						060		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1809	CAP-EG	2016	350000	0	1	EX350000 - CONTRIBUTO PER LA GESTIONE DEGLI ASILI NIDO COMUNALI - ENTRATA CON VINCOLO DI DESTINAZIONE (FINANZIA QUOTA PARTE CAP. 3250/2-3250/4- 3886/0)		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	0	9000	9000	0	0	0	0	N	03/02/2016 10:37:04	30
1846	CAP-EG	2016	351000	0	1	EX351000 - CONTRIBUTO REGIONALE ASSISTENZA SCOLASTICA L.R. 49/85 ART. 7- 1902/2		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						080		STD	S	0	0	0	26643,31	0	26643,31	0	26643,31	0	0	N	03/02/2016 10:37:04	30
1810	CAP-EG	2016	352000	0	1	EX352000 - CONTRIBUTO PER IL PROLUNGAMENTO DELL'ORARIO DEGLI ASILI NIDO - FINANZIA IL CAP 3253/0 DI SPESA		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1780	CAP-EG	2016	380000	0	1	EX380000 - CONTRIBUTO REGIONALE CORRENTE PER PROGETTO SICUREZZA		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						030		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1950	CAP-EG	2016	1784000	0	1	EX1784000 - CONTRIBUTO IN CONTO CAPITALE DALLO STATO PER REALIZZAZIONE MUSEO DELLO SPORT		4000000	4020000	4020100	E.4.02.01.01.000			N	N																						050		STD	S	0	0	0	2021436,03	0	2021436,03	0	0	0	0	N	03/02/2016 10:37:04	30
1991	CAP-EG	2016	1360001	0	1	EX1360001 - INTROITO PER CESSIONE BENI PATRIMONIALI 		4000000	4040000	4040100	E.4.04.01.08.000			N	N																						030		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
