CAPUSC_ID	TIPO_CAPITOLO	ANNO_ESERCIZIO	NUMERO_CAPITOLO	NUMERO_ARTICOLO	NUMERO_UEB	DESCRIZIONE	DESCRIZIONE_ARTICOLO	TITOLO	MACROAGGREGATO	MISSIONE	PROGRAMMA	PDC_FIN_QUARTO	PDC_FIN_QUINTO	COFOG	NOTE	FLAG_RILEVANTE_IVA	FLAG_PER_MEMORIA	TIPO_FINANZIAMENTO	TIPO_VINCOLO	TIPO_FONDO	SIOPE_LIVELLO_1	SIOPE_LIVELLO_2	SIOPE_LIVELLO_3	CLASSIFICATORE_1	CLASSIFICATORE_2	CLASSIFICATORE_3	CLASSIFICATORE_4	CLASSIFICATORE_5	CLASSIFICATORE_6	CLASSIFICATORE_7	CLASSIFICATORE_8	CLASSIFICATORE_9	CLASSIFICATORE_10	CLASSIFICATORE_11	CLASSIFICATORE_12	CLASSIFICATORE_13	CLASSIFICATORE_14	CLASSIFICATORE_15	CENTRO_RESP	CDC	CLASSE_CAPITOLO	FLAG_IMPEGNABILE	STANZIAMENTO_INIZIALE	STANZIAMENTO_INIZIALE_RES	STANZIAMENTO_INIZIALE_CASSA	STANZIAMENTO	STANZIAMENTO_RES	STANZIAMENTO_CASSA	STANZIAMENTO_INIZIALE_ANNO2	STANZIAMENTO_ANNO2	STANZIAMENTO_INIZIALE_ANNO3	STANZIAMENTO_ANNO3	DICUIIMPEGNATO_ANNO1	DICUIIMPEGNATO_ANNO2	DICUIIMPEGNATO_ANNO3	FL_MIGRATO	DATA_INS	ENTE_PROPRIETARIO_ID
2857	CAP-UP	2016	420000	0	1	EX420000 - SPESE PER LITI ARBITRAGGI E COLLABORAZIONI  A SOSTEGNO DELLE ATTIVITA' DEL SETTORE		1000000	1030000	01	0102	U.1.03.02.11.000				N	N																						020		STD	S	0	0	0	150000	237866,89	387866,89	0	150000	0	0	0	0	0	N	02/02/2016 10:08:55	30
3064	CAP-UP	2016	500000	0	1	EX500000 - QUOTA ASSOCIATIVA ALL'A.N.C.I. E ALL'A.I.C.C.R.E.		1000000	1040000	01	0101	U.1.04.01.02.000				N	N																						020		STD	S	0	0	0	11000	4946,78	15946,78	0	11000	0	0	0	0	0	N	02/02/2016 10:08:55	30
3172	CAP-UP	2016	530000	0	1	EX530000 - INTERESSI PASSIVI SU MUTUI		1000000	1070000	50	5001	U.1.07.05.05.000				N	N																						030		STD	S	0	0	0	15220,67	0	15220,67	0	14634,22	0	0	0	0	0	N	02/02/2016 10:08:55	30
2932	CAP-UP	2016	780000	0	1	EX780000 - SERVIZIO INTEGRATO DI SORVEGLIANZA E VIGILANZA		1000000	1030000	03	0302	U.1.03.02.99.000				N	N																						090		STD	S	0	0	0	211500	106571,16	318071,16	0	211500	0	0	0	0	0	N	02/02/2016 10:08:55	30
3113	CAP-UP	2016	790000	0	1	EX790000 - CENSI,CANONI, LIVELLI ED ALTRE PRESTAZIONI PASSIVE		1000000	1040000	01	0105	U.1.04.03.99.000				N	N																						030		STD	S	0	0	0	51000	1220	52220	0	51000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2914	CAP-UP	2016	810000	0	1	EX810000 - INDAGINI E VERIFICHE STRUTTURALI PRESSO IMMOBILI COMUNALI		1000000	1030000	01	0105	U.1.03.02.99.000				N	N																						060		STD	S	0	0	0	10000	3965	13965	0	5000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2847	CAP-UP	2016	830000	0	1	EX830000 - MANUTENZIONE EDIFICI COMUNALI		1000000	1030000	01	0106	U.1.03.02.09.000				N	N																						060		STD	S	0	0	0	120000	161955,62	281955,62	0	120000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2916	CAP-UP	2016	840000	0	1	EX840000 - SERVIZI DI SUPPORTO PER SQUADRE ESTERNE		1000000	1030000	01	0106	U.1.03.02.99.000				N	N																						060		STD	S	0	0	0	20000	15633,64	35633,64	0	20000	0	0	0	0	0	N	02/02/2016 10:08:55	30
3173	CAP-UP	2016	940000	0	1	EX940000 - INTERESSI PASSIVI SU MUTUI		1000000	1070000	50	5001	U.1.07.05.05.000				N	N																						030		STD	S	0	0	0	601553,88	0	601553,88	0	577082,49	0	0	0	0	0	N	02/02/2016 10:08:55	30
2888	CAP-UP	2016	990000	0	1	EX990000 - SPESE PER SUPPORTO SERVIZIO ENTRATE PER ATTIVITA' DI VERIFICA E CONTROLLO		1000000	1030000	01	0104	U.1.03.02.19.000				N	N																						030		STD	S	0	0	0	40000	14040	54040	0	40000	0	0	0	0	0	N	02/02/2016 10:08:55	30
3170	CAP-UP	2016	26000	0	1	EX26000 - INTERESSI PASSIVI SUI MUTUI		1000000	1070000	50	5001	U.1.07.05.05.000				N	N																						030		STD	S	0	0	0	2670,83	0	2670,83	0	2378,22	0	0	0	0	0	N	02/02/2016 10:08:55	30
2684	CAP-UP	2016	141000	0	1	EX141000 - FONDO PER MENSA DIPENDENTI		1000000	1010000	01	0101	U.1.01.01.02.000				N	N																						040		STD	S	0	0	0	115000	8217,68	123217,68	0	115000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2636	CAP-UP	2016	145000	0	1	EX145000 - FONDO PER PIANO OCCUPAZIONALE		1000000	1010000	01	0102	U.1.01.01.01.000				N	N																						040		STD	S	0	0	0	0	0	0	0	0	0	0	0	0	0	N	02/02/2016 10:08:55	30
2805	CAP-UP	2016	148000	0	1	EX148000 - GESTIONE DI TUTORAGGIO E DI MONITORAGGIO DEL SERVIZIO CIVILE VOLONTARIO - FIN. CAP. ENTRATA 578/0		1000000	1030000	01	0102	U.1.03.02.04.000				N	N																						040		STD	S	0	0	0	1600	2591,7	4191,7	0	1600	0	0	0	0	0	N	02/02/2016 10:08:55	30
2758	CAP-UP	2016	166000	0	1	EX166000 - SPESE DI GESTIONE SISTEMI INFORMATIVI E STATISTICA PER FORNITURA BENI, PROGRAMMI E RIPARAZIONI		1000000	1030000	01	0108	U.1.03.01.02.000				N	N																						040		STD	S	0	0	0	4500	1493,6	5993,6	0	4500	0	0	0	0	0	N	02/02/2016 10:08:55	30
2892	CAP-UP	2016	188000	0	1	EX188000 - SPESE DI FUNZIONAMENTO CONSIGLIO COMUNALE - PRESTAZIONI DI SERVIZI		1000000	1030000	01	0101	U.1.03.02.99.000				N	N																						020		STD	S	0	0	0	0	0	0	0	0	0	0	0	0	0	N	02/02/2016 10:08:55	30
2759	CAP-UP	2016	191000	0	1	EX191000 - ACQUISTO BENI PER SETTORE RISORSE UMANE E SISTEMI INFORMATIVI		1000000	1030000	01	0110	U.1.03.01.02.000				N	N																						040		STD	S	0	0	0	250	117	367	0	250	0	0	0	0	0	N	02/02/2016 10:08:55	30
2746	CAP-UP	2016	192000	0	1	EX192000 - ACQUISTO BENI PER SETTORE AMMINISTRAZIONE GENERALE E ISTITUZIONALE		1000000	1030000	01	0102	U.1.03.01.01.000				N	N																						020		STD	S	0	0	0	500	495,88	995,88	0	500	0	0	0	0	0	N	02/02/2016 10:08:55	30
2864	CAP-UP	2016	201000	0	1	EX201000 - FONDO PER PRESTAZIONI DI PUBBLICA UTILITA'		1000000	1030000	01	0110	U.1.03.02.12.000				N	N																						040		STD	S	0	0	0	0	766,66	766,66	0	0	0	0	0	0	0	N	02/02/2016 10:08:55	30
2767	CAP-UP	2016	206000	0	1	EX206000 - ACQUISTO BENI PER SETTORE TURISMO, SPORT, CULTURA E TEMPO LIBERO		1000000	1030000	05	0501	U.1.03.01.02.000				N	N																						080		STD	S	0	0	0	0	0	0	0	0	0	0	0	0	0	N	02/02/2016 10:08:55	30
2920	CAP-UP	2016	209000	0	1	EX209000 - SPESE PER COMMISSIONI E CONCORSI		1000000	1030000	01	0110	U.1.03.02.99.000				N	N																						040		STD	S	0	0	0	0	0	0	0	0	0	0	0	0	0	N	02/02/2016 10:08:55	30
2886	CAP-UP	2016	213000	0	1	EX213000 - SPESE PER ACCERTAMENTI SANITARI E VISITE MEDICHE DI CONTROLLO		1000000	1030000	01	0110	U.1.03.02.18.000				N	N																						040		STD	S	0	0	0	500	439,58	939,58	0	500	0	0	0	0	0	N	02/02/2016 10:08:55	30
2885	CAP-UP	2016	255000	0	1	EX255000 - APPLICAZIONE D.LGS. 81/2008 E S.M.I.		1000000	1030000	01	0103	U.1.03.02.18.000				N	N																						090		STD	S	0	0	0	15000	10961,7	25961,7	0	15000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2901	CAP-UP	2016	271000	0	1	EX271000 - MANUTENZIONI, RIPARAZIONI E SERVIZI PER GLI UFFICI COMUNALI		1000000	1030000	01	0103	U.1.03.02.99.000				N	N																						030		STD	S	0	0	0	4000	3850	7850	0	4000	0	0	0	0	0	N	02/02/2016 10:08:55	30
3130	CAP-UP	2016	295000	0	1	EX295000 - COMMISSIONE EDILIZIA		1000000	1040000	08	0801	U.1.04.03.99.000				N	N																						050		STD	S	0	0	0	2100	1106,3	3206,3	0	2100	0	0	0	0	0	N	02/02/2016 10:08:55	30
2904	CAP-UP	2016	311000	0	1	EX311000 - PRESTAZIONI DI SERVIZI PER UFFICI DIVERSI		1000000	1030000	01	0103	U.1.03.02.99.000				N	N																						030		STD	S	0	0	0	1000	1428,22	2428,22	0	1000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2881	CAP-UP	2016	312000	0	1	EX312000 - SPESE PER SERVIZIO DI CONSEGNA A DOMICILIO DELLA CORRISPONDENZA INDIRIZZATA AL COMUNE		1000000	1030000	01	0102	U.1.03.02.16.000				N	N																						020		STD	S	0	0	0	2000	414,6	2414,6	0	2000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2906	CAP-UP	2016	331000	0	1	EX331000 - SPESE PER CARBURANTE DI TUTTI I VEICOLI DI PERTINENZA COMUNALE		1000000	1030000	01	0103	U.1.03.02.99.000				N	N																						030		STD	S	0	0	0	50000	14960,32	64960,32	0	50000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2677	CAP-UP	2016	333000	0	1	EX333000 - COLLABORAZIONI COORDINATE E CONTINUATIVE A SUPPORTO DEL SETTORE		1000000	1010000	12	1203	U.1.01.01.01.000				N	N																						070		STD	S	0	0	0	0	0	0	0	0	0	0	0	0	0	N	02/02/2016 10:08:55	30
2823	CAP-UP	2016	339000	0	1	EX339000 - ALLACCI E MODIFICHE UTENZE		1000000	1030000	01	0105	U.1.03.02.05.000				N	N																						030		STD	S	0	0	0	1000	1232,65	2232,65	0	1000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2898	CAP-UP	2016	374000	0	1	EX374000 - PAGAMENTO DIRITTI DI NOTIFICA E SPESE POSTALI		1000000	1030000	01	0102	U.1.03.02.99.000				N	N																						020		STD	S	0	0	0	500	0	500	0	500	0	0	0	0	0	N	02/02/2016 10:08:55	30
2884	CAP-UP	2016	375000	0	1	EX375000 - SPESE NOTIFICA VERBALI VIOLAZIONI STRADALI		1000000	1030000	03	0301	U.1.03.02.16.000				N	N																						030		STD	S	0	0	0	1000	0	1000	0	1000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2929	CAP-UP	2016	376000	0	1	EX376000 - OUTSOURCING PROCEDURA VERBALI		1000000	1030000	03	0301	U.1.03.02.99.000				N	N																						090		STD	S	0	0	0	210000	109001,84	319001,84	0	210000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2748	CAP-UP	2016	391000	0	1	EX391000 - ACQUISTO BENI PER CERIMONIE E MANIFESTAZIONI		1000000	1030000	01	0103	U.1.03.01.02.000				N	N																						030		STD	S	0	0	0	900	678,92	1578,92	0	900	0	0	0	0	0	N	02/02/2016 10:08:55	30
3063	CAP-UP	2016	406000	0	1	EX406000 - QUOTA PER FONDO FINANZIARIO DI MOBILITA' - ART. 102 D.LGS. 18.8.2000, N. 267		1000000	1040000	01	0110	U.1.04.01.01.000				N	N																						040		STD	S	0	0	0	0	0	0	0	0	0	0	0	0	0	N	02/02/2016 10:08:55	30
3116	CAP-UP	2016	407000	0	1	EX407000 - CONTRIBUTI,  QUOTE ASSOCIATIVE E SPESE DIVERSE		1000000	1040000	01	0111	U.1.04.03.99.000				N	N																						040		STD	S	0	0	0	1000	0	1000	0	1000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2760	CAP-UP	2016	408000	0	1	EX408000 - CENTRO EUROPE CIRECT - ACQUISTO BENI - FIN. CON FONDI EUROPEI - CAP. ENTRATA 375000		1000000	1030000	01	0110	U.1.03.01.02.000				N	N																						040		STD	S	0	0	0	5500	5329,86	10829,86	0	5500	0	0	0	0	0	N	02/02/2016 10:08:55	30
2921	CAP-UP	2016	409000	0	1	EX409000 - CENTRO EUROPE DIRECT- PRESTAZIONI DI SERVIZI - FINANZIATO CON FONDI EUROPEI - CAP. ENTRATA 375000		1000000	1030000	01	0110	U.1.03.02.99.000				N	N																						040		STD	S	0	0	0	19500	12036,5	31536,5	0	19500	0	0	0	0	0	N	02/02/2016 10:08:55	30
3045	CAP-UP	2016	421000	0	1	EX421000 - SPESE PER PUBBLICIZZAZIONE INIZIATIVE VARIE		1000000	1030000	12	1205	U.1.03.02.99.000				N	N																						070		STD	S	0	0	0	1000	640,42	1640,42	0	1000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2784	CAP-UP	2016	428000	0	1	EX428000 - SPESE PER INIZIATIVE DEL CONSIGLIO COMUNALE E DEGLI ORGANI ISTITUZIONALI		1000000	1030000	01	0101	U.1.03.02.01.000				N	N																						020		STD	S	0	0	0	5000	0	5000	0	5000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2894	CAP-UP	2016	434000	0	1	EX434000 - COMPETENZE COMMISSIONE ELETTORALE CIRCONDARIALE - FINANZIATO DA CAP. ENTRATA 795/3		1000000	1030000	01	0101	U.1.03.02.99.000				N	N																						020		STD	S	0	0	0	5000	400,53	5400,53	0	5000	0	0	0	0	0	N	02/02/2016 10:08:55	30
3171	CAP-UP	2016	445000	0	1	EX445000 - INTERESSI PASSIVI SU MUTUI		1000000	1070000	50	5001	U.1.07.05.05.000				N	N																						030		STD	S	0	0	0	9729,18	0	9729,18	0	9009,03	0	0	0	0	0	N	02/02/2016 10:08:55	30
2856	CAP-UP	2016	449000	0	1	EX449000 - COMUNICAZIONE ISTITUZIONALE - PRESTAZIONE DI SERVIZI		1000000	1030000	01	0101	U.1.03.02.11.000				N	N																						080		STD	S	0	0	0	0	6500	6500	0	0	0	0	0	0	0	N	02/02/2016 10:08:55	30
2753	CAP-UP	2016	479000	0	1	EX479000 - MASSA VESTIARIO		1000000	1030000	01	0103	U.1.03.01.02.000				N	N																						030		STD	S	0	0	0	38000	13277,8	51277,8	0	38000	0	0	0	0	0	N	02/02/2016 10:08:55	30
3078	CAP-UP	2016	501000	0	1	EX501000 - QUOTA DI PARTECIPAZIONE CONSORZIO C.O.VE.VA.R.		1000000	1040000	09	0903	U.1.04.01.02.000				N	N																						030		STD	S	0	0	0	64345,21	64345,21	128690,42	0	64345,21	0	0	0	0	0	N	02/02/2016 10:08:55	30
2931	CAP-UP	2016	506000	0	1	EX506000 - PROGETTI EDUCAZIONE STRADALE E NONNI VIGILI		1000000	1030000	03	0301	U.1.03.02.99.000				N	N																						090		STD	S	0	0	0	0	0	0	0	0	0	0	0	0	0	N	02/02/2016 10:08:55	30
2811	CAP-UP	2016	509000	0	1	EX509000 - ATTIVITA' DI AGGIORNAMENTO PROFESSIONALE		1000000	1030000	03	0301	U.1.03.02.04.000				N	N																						090		STD	S	0	0	0	0	0	0	0	0	0	0	0	0	0	N	02/02/2016 10:08:55	30
1428902	CAP-UP	2016	512000	0	1	ADESIONE FONDAZIONE CITTA' ITALIA		1000000	1040000	05	0502	U.1.04.03.99.000				N	N																						080		STD	S	0	0	0	0	3000	3000	0	0	0	0	0	0	0	N	02/02/2016 10:08:55	30
3183	CAP-UP	2016	532000	0	1	EX532000 - INTERESSI PASSIVI SU MUTUI		1000000	1070000	50	5001	U.1.07.05.05.000				N	N																						030		STD	S	0	0	0	2286	0	2286	0	2208,36	0	0	0	0	0	N	02/02/2016 10:08:55	30
251984	CAP-UP	2016	534000	0	1	EX534000 - FONDO CREDITI DI DUBBIA ESIGIBILITA'		1000000	1100000	20	2002	U.1.10.01.03.000				N	N																						030		STD	S	0	0	0	1042570,46	0	1042570,46	0	1245904,45	0	0	0	0	0	N	02/02/2016 10:08:55	30
2647	CAP-UP	2016	551000	0	1	EX551000 - FONDO INCENTIVANTE SETTORE SVILUPPO URBANO ED ECONOMICO		1000000	1010000	01	0106	U.1.01.01.01.000				N	N																						050		STD	S	0	0	0	0	0	0	0	0	0	0	0	0	0	N	02/02/2016 10:08:55	30
2858	CAP-UP	2016	579000	0	1	EX579000 - SERVIZI DI CARATTERE INTELLETTUALE - INCARICHI PROFESSIONALI		1000000	1030000	01	0106	U.1.03.02.11.000				N	N																						060		STD	S	0	0	0	10000	57149,62	67149,62	0	10000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2762	CAP-UP	2016	611000	0	1	EX611000 - ACQUISTO BENI PER SERVIZIOSICUREZZA E PROTEZIONE CIVILE		1000000	1030000	03	0301	U.1.03.01.02.000				N	N																						090		STD	S	0	0	0	0	178,12	178,12	0	0	0	0	0	0	0	N	02/02/2016 10:08:55	30
2756	CAP-UP	2016	613000	0	1	EX613000 - SPESE PER ATTREZZATURE DI PROTEZIONE INDIVIDUALE LEGGE 626		1000000	1030000	01	0106	U.1.03.01.02.000				N	N																						060		STD	S	0	0	0	1000	0	1000	0	1000	0	0	0	0	0	N	02/02/2016 10:08:55	30
3117	CAP-UP	2016	614000	0	1	EX614000 - ISCRIZIONE ASSOCIAZIONE AIAS		1000000	1040000	03	0302	U.1.04.03.99.000				N	N																						090		STD	S	0	0	0	200	0	200	0	200	0	0	0	0	0	N	02/02/2016 10:08:55	30
251979	CAP-UP	2016	616000	0	1	EX616000 - INTERVENTI EXTRA ISTITUTO DI VIGILANZA		1000000	1030000	01	0103	U.1.03.02.99.000				N	N																						090		STD	S	0	0	0	0	1500	1500	0	0	0	0	0	0	0	N	02/02/2016 10:08:55	30
2846	CAP-UP	2016	621000	0	1	EX621000 - MANUTENZIONE E INTEGRAZIONE IMPIANTI DI SICUREZZA COMUNALI		1000000	1030000	01	0105	U.1.03.02.09.000				N	N																						090		STD	S	0	0	0	28000	37126,03	65126,03	0	28000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2866	CAP-UP	2016	635000	0	1	EX635000 - SPESA PER SERVIZI DI FACCHINAGGIO A SEGUITO RILOCALIZZAZIONE UFFICI		1000000	1030000	01	0101	U.1.03.02.13.000				N	N																						030		STD	S	0	0	0	8000	22704,32	30704,32	0	8000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2844	CAP-UP	2016	658000	0	1	EX658000 - MANUTENZIONE ORDINARIA DI CENTRALI TERMICHE IN EDIFICI COMUNALI		1000000	1030000	01	0105	U.1.03.02.09.000				N	N																						060		STD	S	0	0	0	65000	15691,56	80691,56	0	65000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2845	CAP-UP	2016	659000	0	1	EX659000 - MANUTENZIONE - GESTIONE IMPIANTI TECNOLOGICI E DI SICUREZZA		1000000	1030000	01	0105	U.1.03.02.09.000				N	N																						060		STD	S	0	0	0	65000	67226,03	132226,03	0	65000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2742	CAP-UP	2016	661000	0	1	EX661000 - IMPOSTA DI BOLLO  VIRTUALE SU CERTIFICAZIONI- CORRELATO A ENTRATA CAP. 620/2		1000000	1020000	01	0107	U.1.02.01.02.000				N	N																						040		STD	S	0	0	0	17000	0	17000	0	17000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2786	CAP-UP	2016	663000	0	1	EX663000 - ATTIVITA' CENSUARIA 2011 FIN. DA CAP. 480000		1000000	1030000	01	0107	U.1.03.02.01.000				N	N																						040		STD	S	0	0	0	0	0	0	0	0	0	0	0	0	0	N	02/02/2016 10:08:55	30
2917	CAP-UP	2016	664000	0	1	EX664000 - COMPENSI ISTAT PER INDAGINI STATISTICHE - CORRELATO A ENTRATA CAP. 1237/0		1000000	1030000	01	0107	U.1.03.02.99.000				N	N																						040		STD	S	0	0	0	20000	54089,58	74089,58	0	20000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2865	CAP-UP	2016	665000	0	1	EX665000 - PRESTAZIONE DI SERVIZI DI LAVORO TEMPORANEO PER SETTORE LAVORI PUBBLICI E MANUTENZIONE		1000000	1030000	10	1005	U.1.03.02.12.000				N	N																						060		STD	S	0	0	0	52000	0	52000	0	52000	0	0	0	0	0	N	02/02/2016 10:08:55	30
251990	CAP-UP	2016	666000	0	1	EX666000 - LAVORI DI MANUTENZIONE IDRAULICA DEL COLATORE SORGIANINO - FIN. CONTRIBUTO REGIONALE CAP. ENTRATA 496/1		1000000	1030000	09	0902	U.1.03.02.99.000				N	N																						060		STD	S	0	0	0	0	20000	20000	0	0	0	0	0	0	0	N	02/02/2016 10:08:55	30
2918	CAP-UP	2016	741000	0	1	EX741000 - SPESE PER ASSOCIAZIONE C.S.I.		1000000	1030000	01	0108	U.1.03.02.99.000				N	N																						040		STD	S	0	0	0	4000	0	4000	0	4000	0	0	0	0	0	N	02/02/2016 10:08:55	30
3167	CAP-UP	2016	785000	0	1	EX785000 - INTERESSI PASSIVI SU MUTUI		1000000	1070000	50	5001	U.1.07.05.04.000				N	N																						030		STD	S	0	0	0	6176,55	0	6176,55	0	6029,25	0	0	0	0	0	N	02/02/2016 10:08:55	30
3114	CAP-UP	2016	791000	0	1	EX791000 - SPESE CONDOMINIALI SU BENI DI PROPRIETA' COMUNALE		1000000	1040000	01	0105	U.1.04.03.99.000				N	N																						030		STD	S	0	0	0	13000	4330,69	17330,69	0	13000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2913	CAP-UP	2016	792000	0	1	EX792000 - COLLABORAZIONI SPECIALISTICHE A SUPPORTO DELLE ATTIVITA' DEL SERVIZIO PATRIMONIO		1000000	1030000	01	0105	U.1.03.02.99.000				N	N																						030		STD	S	0	0	0	8000	9918,93	17918,93	0	8000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2824	CAP-UP	2016	793000	0	1	EX793000 - FITTI PASSIVI		1000000	1030000	01	0105	U.1.03.02.05.000				N	N																						030		STD	S	0	0	0	22000	148946,01	170946,01	0	22000	0	0	0	0	0	N	02/02/2016 10:08:55	30
2889	CAP-UP	2016	797000	0	1	EX797000 - PRESTAZIONI DI SERVIZI PER SISTEMI INFORMATIVI E STATISTICA		1000000	1030000	01	0108	U.1.03.02.19.000				N	N																						040		STD	S	0	0	0	193000	26277,03	219277,03	0	193000	0	0	0	0	0	N	02/02/2016 10:08:55	30
